=== environment-table14.xlsx ===
Cell A1 | value='June 2008 Agricultural and Horticultural Survey - England' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell BN10 | value='325448.565' | fill=52 | rows=[9] | cols=[65] | col_header=False | row_header=False | metadata=False
Cell BO10 | value='-49.8414481106722' | fill=52 | rows=[9] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell A11 | value='SOUTH TEESSIDE' | fill=00000000 | rows=[10] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B11 | value='7875.937' | fill=46 | rows=[10] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C11 | value='7635.5' | fill=46 | rows=[10] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D11 | value='-3.05280501862826' | fill=46 | rows=[10] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E11 | value='946.5896' | fill=46 | rows=[10] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F11 | value='976.7067' | fill=46 | rows=[10] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G11 | value='3.18164281542919' | fill=46 | rows=[10] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H11 | value='8822.5266' | fill=46 | rows=[10] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I11 | value='8612.2067' | fill=46 | rows=[10] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J11 | value='-2.38389646793469' | fill=46 | rows=[10] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K11 | value='225.0824' | fill=46 | rows=[10] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L11 | value='204.5188' | fill=46 | rows=[10] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M11 | value='-9.13603195985115' | fill=46 | rows=[10] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N11 | value='545.3997' | fill=46 | rows=[10] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O11 | value='478.6332' | fill=46 | rows=[10] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P11 | value='-12.2417559085566' | fill=46 | rows=[10] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q11 | value='9593.0087' | fill=46 | rows=[10] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R11 | value='9295.3587' | fill=46 | rows=[10] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S11 | value='-3.10278046552798' | fill=46 | rows=[10] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T11 | value='11754.9593' | fill=46 | rows=[10] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U11 | value='11108.8657' | fill=46 | rows=[10] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V11 | value='-5.49634910262939' | fill=46 | rows=[10] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W11 | value='21347.968' | fill=46 | rows=[10] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X11 | value='20404.2239' | fill=46 | rows=[10] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y11 | value='-4.42076782202409' | fill=46 | rows=[10] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z11 | value='716.348' | fill=52 | rows=[10] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA11 | value='762.108' | fill=52 | rows=[10] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB11 | value='6.38795669144047' | fill=52 | rows=[10] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC11 | value='2696.485' | fill=52 | rows=[10] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD11 | value='3999.566' | fill=52 | rows=[10] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE11 | value='48.3251714732327' | fill=52 | rows=[10] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF11 | value='3412.833' | fill=52 | rows=[10] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG11 | value='4761.674' | fill=52 | rows=[10] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH11 | value='39.5226194777184' | fill=52 | rows=[10] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI11 | value='23.486' | fill=52 | rows=[10] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ11 | value='#' | fill=52 | rows=[10] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK11 | value='-' | fill=52 | rows=[10] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL11 | value='0' | fill=52 | rows=[10] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM11 | value='0' | fill=52 | rows=[10] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN11 | value='-' | fill=52 | rows=[10] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO11 | value='52.932' | fill=52 | rows=[10] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP11 | value='#' | fill=52 | rows=[10] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ11 | value='-' | fill=52 | rows=[10] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR11 | value='#' | fill=52 | rows=[10] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS11 | value='76.664' | fill=52 | rows=[10] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT11 | value='-' | fill=52 | rows=[10] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU11 | value='#' | fill=52 | rows=[10] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV11 | value='0' | fill=52 | rows=[10] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW11 | value='-' | fill=52 | rows=[10] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX11 | value='3489.251' | fill=52 | rows=[10] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY11 | value='4838.338' | fill=52 | rows=[10] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ11 | value='38.6640857880387' | fill=52 | rows=[10] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA11 | value='132.439' | fill=52 | rows=[10] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB11 | value='133.185' | fill=52 | rows=[10] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC11 | value='0.563278188449029' | fill=52 | rows=[10] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD11 | value='88.24' | fill=52 | rows=[10] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE11 | value='115.285' | fill=52 | rows=[10] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF11 | value='30.6493653671804' | fill=52 | rows=[10] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell BG11 | value='#' | fill=52 | rows=[10] | cols=[58] | col_header=False | row_header=False | metadata=False
Cell BH11 | value='43.206' | fill=52 | rows=[10] | cols=[59] | col_header=False | row_header=False | metadata=False
Cell BI11 | value='-' | fill=52 | rows=[10] | cols=[60] | col_header=False | row_header=False | metadata=False
Cell BJ11 | value='#' | fill=52 | rows=[10] | cols=[61] | col_header=False | row_header=False | metadata=False
Cell BK11 | value='148.664' | fill=52 | rows=[10] | cols=[62] | col_header=False | row_header=False | metadata=False
Cell BL11 | value='-' | fill=52 | rows=[10] | cols=[63] | col_header=False | row_header=False | metadata=False
Cell BM11 | value='3882.336' | fill=52 | rows=[10] | cols=[64] | col_header=False | row_header=False | metadata=False
Cell BN11 | value='5278.681' | fill=52 | rows=[10] | cols=[65] | col_header=False | row_header=False | metadata=False
Cell BO11 | value='35.966619066459' | fill=52 | rows=[10] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell A12 | value='DARLINGTON' | fill=00000000 | rows=[11] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B12 | value='6109.308' | fill=46 | rows=[11] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C12 | value='6443.2213' | fill=46 | rows=[11] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D12 | value='5.46564848261047' | fill=46 | rows=[11] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E12 | value='639.1239' | fill=46 | rows=[11] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F12 | value='563.7236' | fill=46 | rows=[11] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G12 | value='-11.7974464732112' | fill=46 | rows=[11] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H12 | value='6748.4319' | fill=46 | rows=[11] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I12 | value='7006.9449' | fill=46 | rows=[11] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J12 | value='3.83071213921564' | fill=46 | rows=[11] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K12 | value='171.0554' | fill=46 | rows=[11] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L12 | value='175.7447' | fill=46 | rows=[11] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M12 | value='2.74139255469281' | fill=46 | rows=[11] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N12 | value='775.379' | fill=46 | rows=[11] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O12 | value='753.1079' | fill=46 | rows=[11] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P12 | value='-2.87228568222767' | fill=46 | rows=[11] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q12 | value='7694.8663' | fill=46 | rows=[11] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R12 | value='7935.7975' | fill=46 | rows=[11] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S12 | value='3.13106414857397' | fill=46 | rows=[11] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T12 | value='8196.9675' | fill=46 | rows=[11] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U12 | value='8182.6678' | fill=46 | rows=[11] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V12 | value='-0.174451100361207' | fill=46 | rows=[11] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W12 | value='15891.8338' | fill=46 | rows=[11] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X12 | value='16118.4651' | fill=46 | rows=[11] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y12 | value='1.42608652250063' | fill=46 | rows=[11] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z12 | value='86.634' | fill=52 | rows=[11] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA12 | value='96.232' | fill=52 | rows=[11] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB12 | value='11.0787912366969' | fill=52 | rows=[11] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC12 | value='7529.969' | fill=52 | rows=[11] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD12 | value='10352.766' | fill=52 | rows=[11] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE12 | value='37.4874982885056' | fill=52 | rows=[11] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF12 | value='7616.603' | fill=52 | rows=[11] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG12 | value='10448.998' | fill=52 | rows=[11] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH12 | value='37.1871160936181' | fill=52 | rows=[11] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI12 | value='#' | fill=52 | rows=[11] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ12 | value='#' | fill=52 | rows=[11] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK12 | value='-' | fill=52 | rows=[11] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL12 | value='0' | fill=52 | rows=[11] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM12 | value='0' | fill=52 | rows=[11] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN12 | value='-' | fill=52 | rows=[11] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO12 | value='#' | fill=52 | rows=[11] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP12 | value='#' | fill=52 | rows=[11] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ12 | value='-' | fill=52 | rows=[11] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR12 | value='284.679' | fill=52 | rows=[11] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS12 | value='310.637' | fill=52 | rows=[11] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT12 | value='9.11834030609916' | fill=52 | rows=[11] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU12 | value='343883.5' | fill=52 | rows=[11] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV12 | value='364979.489' | fill=52 | rows=[11] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW12 | value='6.13463251362744' | fill=52 | rows=[11] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX12 | value='351784.782' | fill=52 | rows=[11] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY12 | value='375739.124' | fill=52 | rows=[11] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ12 | value='6.8093741474013' | fill=52 | rows=[11] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA12 | value='59.052' | fill=52 | rows=[11] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB12 | value='#' | fill=52 | rows=[11] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC12 | value='-' | fill=52 | rows=[11] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD12 | value='215.96' | fill=52 | rows=[11] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE12 | value='120.372' | fill=52 | rows=[11] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF12 | value='-44.261900351917' | fill=52 | rows=[11] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell BG12 | value='#' | fill=52 | rows=[11] | cols=[58] | col_header=False | row_header=False | metadata=False
Cell BH12 | value='15594.633' | fill=52 | rows=[11] | cols=[59] | col_header=False | row_header=False | metadata=False
Cell BI12 | value='-' | fill=52 | rows=[11] | cols=[60] | col_header=False | row_header=False | metadata=False
