=== economy-table30.xlsx ===
Cell A1 | value='Column1' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell E79 | value='14700' | fill=00000000 | rows=[78] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A80 | value='DIECUT' | fill=FFAAAAAA | rows=[79] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B80 | value='14700' | fill=00000000 | rows=[79] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E80 | value='14700' | fill=00000000 | rows=[79] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A81 | value='Good Leather Shoes Private Limited' | fill=FFAAAAAA | rows=[80] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B81 | value='642212.5' | fill=00000000 | rows=[80] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E81 | value='642212.5' | fill=00000000 | rows=[80] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A82 | value='India' | fill=FFAAAAAA | rows=[81] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B82 | value='642212.5' | fill=00000000 | rows=[81] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E82 | value='642212.5' | fill=00000000 | rows=[81] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A83 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[82] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B83 | value='642212.5' | fill=00000000 | rows=[82] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E83 | value='642212.5' | fill=00000000 | rows=[82] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A84 | value='Gsb Footwear Private Limited' | fill=FFAAAAAA | rows=[83] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B84 | value='23000' | fill=00000000 | rows=[83] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E84 | value='23000' | fill=00000000 | rows=[83] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A85 | value='India' | fill=FFAAAAAA | rows=[84] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B85 | value='23000' | fill=00000000 | rows=[84] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E85 | value='23000' | fill=00000000 | rows=[84] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A86 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[85] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B86 | value='23000' | fill=00000000 | rows=[85] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E86 | value='23000' | fill=00000000 | rows=[85] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A87 | value='Gupta H.C.Overseas (I) Private Limited' | fill=FFAAAAAA | rows=[86] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B87 | value='1133520' | fill=00000000 | rows=[86] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E87 | value='1133520' | fill=00000000 | rows=[86] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A88 | value='India' | fill=FFAAAAAA | rows=[87] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B88 | value='1133520' | fill=00000000 | rows=[87] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E88 | value='1133520' | fill=00000000 | rows=[87] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A89 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[88] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B89 | value='1133520' | fill=00000000 | rows=[88] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E89 | value='1133520' | fill=00000000 | rows=[88] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A90 | value='Habeeb Tanning Company' | fill=FFAAAAAA | rows=[89] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B90 | value='473964.75' | fill=00000000 | rows=[89] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E90 | value='473964.75' | fill=00000000 | rows=[89] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A91 | value='India' | fill=FFAAAAAA | rows=[90] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B91 | value='473964.75' | fill=00000000 | rows=[90] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E91 | value='473964.75' | fill=00000000 | rows=[90] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A92 | value='Die Cut' | fill=FFAAAAAA | rows=[91] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B92 | value='27340' | fill=00000000 | rows=[91] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E92 | value='27340' | fill=00000000 | rows=[91] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A93 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[92] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B93 | value='446624.75' | fill=00000000 | rows=[92] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E93 | value='446624.75' | fill=00000000 | rows=[92] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A94 | value='Humming Bird Leather Incorporated' | fill=FFAAAAAA | rows=[93] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B94 | value='31321.94' | fill=00000000 | rows=[93] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E94 | value='31321.94' | fill=00000000 | rows=[93] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A95 | value='India' | fill=FFAAAAAA | rows=[94] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B95 | value='31321.94' | fill=00000000 | rows=[94] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E95 | value='31321.94' | fill=00000000 | rows=[94] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A96 | value='Covered Flat Sheet' | fill=FFAAAAAA | rows=[95] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B96 | value='31321.94' | fill=00000000 | rows=[95] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E96 | value='31321.94' | fill=00000000 | rows=[95] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A97 | value='India Shoes Exports Private Limited' | fill=FFAAAAAA | rows=[96] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B97 | value='1375624.07' | fill=00000000 | rows=[96] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E97 | value='1375624.07' | fill=00000000 | rows=[96] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A98 | value='India' | fill=FFAAAAAA | rows=[97] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B98 | value='1375624.07' | fill=00000000 | rows=[97] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E98 | value='1375624.07' | fill=00000000 | rows=[97] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A99 | value='Covered Flat Sheet' | fill=FFAAAAAA | rows=[98] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B99 | value='18016.96' | fill=00000000 | rows=[98] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E99 | value='18016.96' | fill=00000000 | rows=[98] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A100 | value='DIECUT' | fill=FFAAAAAA | rows=[99] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B100 | value='11951' | fill=00000000 | rows=[99] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E100 | value='11951' | fill=00000000 | rows=[99] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A101 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[100] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B101 | value='1345656.11' | fill=00000000 | rows=[100] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E101 | value='1345656.11' | fill=00000000 | rows=[100] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A102 | value='Jasmine Knitting Industries Private Limited' | fill=FFAAAAAA | rows=[101] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B102 | value='214210' | fill=00000000 | rows=[101] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E102 | value='214210' | fill=00000000 | rows=[101] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A103 | value='India' | fill=FFAAAAAA | rows=[102] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B103 | value='214210' | fill=00000000 | rows=[102] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E103 | value='214210' | fill=00000000 | rows=[102] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A104 | value='Covered Flat Sheet' | fill=FFAAAAAA | rows=[103] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B104 | value='214210' | fill=00000000 | rows=[103] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E104 | value='214210' | fill=00000000 | rows=[103] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A105 | value='KNS Trading Private Limited' | fill=FFAAAAAA | rows=[104] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B105 | value='2508240.6' | fill=00000000 | rows=[104] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E105 | value='2508240.6' | fill=00000000 | rows=[104] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A106 | value='India' | fill=FFAAAAAA | rows=[105] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B106 | value='2508240.6' | fill=00000000 | rows=[105] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E106 | value='2508240.6' | fill=00000000 | rows=[105] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A107 | value='Die Cut' | fill=FFAAAAAA | rows=[106] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B107 | value='743682' | fill=00000000 | rows=[106] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E107 | value='743682' | fill=00000000 | rows=[106] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A108 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[107] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B108 | value='1764558.6' | fill=00000000 | rows=[107] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E108 | value='1764558.6' | fill=00000000 | rows=[107] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A109 | value='Kaps Overseas' | fill=FFAAAAAA | rows=[108] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B109 | value='41860' | fill=00000000 | rows=[108] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E109 | value='41860' | fill=00000000 | rows=[108] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A110 | value='India' | fill=FFAAAAAA | rows=[109] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B110 | value='41860' | fill=00000000 | rows=[109] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E110 | value='41860' | fill=00000000 | rows=[109] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A111 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[110] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B111 | value='41860' | fill=00000000 | rows=[110] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E111 | value='41860' | fill=00000000 | rows=[110] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A112 | value='Kenmore Shoes Private Limited' | fill=FFAAAAAA | rows=[111] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B112 | value='7469' | fill=00000000 | rows=[111] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E112 | value='7469' | fill=00000000 | rows=[111] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A113 | value='India' | fill=FFAAAAAA | rows=[112] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B113 | value='7469' | fill=00000000 | rows=[112] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E113 | value='7469' | fill=00000000 | rows=[112] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A114 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[113] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B114 | value='7469' | fill=00000000 | rows=[113] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E114 | value='7469' | fill=00000000 | rows=[113] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A115 | value='Lamba Footwear Industries' | fill=FFAAAAAA | rows=[114] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B115 | value='13779.72' | fill=00000000 | rows=[114] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E115 | value='13779.72' | fill=00000000 | rows=[114] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A116 | value='India' | fill=FFAAAAAA | rows=[115] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B116 | value='13779.72' | fill=00000000 | rows=[115] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E116 | value='13779.72' | fill=00000000 | rows=[115] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A117 | value='Covered Flat Sheet' | fill=FFAAAAAA | rows=[116] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B117 | value='13779.72' | fill=00000000 | rows=[116] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E117 | value='13779.72' | fill=00000000 | rows=[116] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A118 | value='Leiner Shoes Private Limited' | fill=FFAAAAAA | rows=[117] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B118 | value='68967' | fill=00000000 | rows=[117] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E118 | value='68967' | fill=00000000 | rows=[117] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A119 | value='India' | fill=FFAAAAAA | rows=[118] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B119 | value='68967' | fill=00000000 | rows=[118] | cols=[1] | col_header=False | row_header=False | metadata=False
