=== economy-table98.xlsx ===
Cell A1 | value='Return to contents' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell S18 | value='N1 O1 P1 R1 S1 T1 U1 Y1 Z1 A2 B2 C2 D2 E2 F2 G2 H2 J2 K2 L2 M2 P2 Q2 R2 S2 T2 X2 Z2 A3 B3 C3' | fill=FFFFFFFF | rows=[17] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T18 | value='Q1' | fill=FFFFFFFF | rows=[17] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U18 | value='Q1 X1' | fill=FFFFFFFF | rows=[17] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V18 | value='N1 Q1 Z1 A2 B2 C2 L2' | fill=FFFFFFFF | rows=[17] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W18 | value='N1 Q1 Z1 A2 B2 C2 L2' | fill=FFFFFFFF | rows=[17] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X18 | value='N1 Z1 A2 B2 C2 E2 H2 J2 L2 Q2 T2 B3 C3' | fill=FFFFFFFF | rows=[17] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Z18 | value='N1 S1 Y1 Z1 A2 B2 C2 E2 H2 J2 L2 Q2 R2 T2 A3 B3 C3' | fill=FFFFFFFF | rows=[17] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA18 | value='Q1 X1' | fill=FFFFFFFF | rows=[17] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB18 | value='P1 Q1 T1 U1 V1 X1 P2' | fill=FFFFFFFF | rows=[17] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC18 | value='Q1 T1 U1 V1 X1' | fill=FFFFFFFF | rows=[17] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD18 | value='O1 P1 Q1 T1 U1 V1 X1 P2' | fill=FFFFFFFF | rows=[17] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE18 | value='P1 Q1 T1 U1 V1 X1 P2' | fill=FFFFFFFF | rows=[17] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF18 | value='Q1' | fill=FFFFFFFF | rows=[17] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG18 | value='Q1 V1 X1' | fill=FFFFFFFF | rows=[17] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH18 | value='Q1' | fill=FFFFFFFF | rows=[17] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI18 | value='Q1' | fill=FFFFFFFF | rows=[17] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ18 | value='Q1 V1 X1' | fill=FFFFFFFF | rows=[17] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AL18 | value='Q1 V1 X1' | fill=FFFFFFFF | rows=[17] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM18 | value='Q1' | fill=FFFFFFFF | rows=[17] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN18 | value='P1 Q1 T1 U1 V1 X1 P2' | fill=FFFFFFFF | rows=[17] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO18 | value='Q1' | fill=FFFFFFFF | rows=[17] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AR18 | value='N1 Q1 Z1 B2 C2 L2' | fill=FFFFFFFF | rows=[17] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS18 | value='Q1 V1 X1' | fill=FFFFFFFF | rows=[17] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT18 | value='Q1 X1' | fill=FFFFFFFF | rows=[17] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU18 | value='Q1' | fill=FFFFFFFF | rows=[17] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV18 | value='Q1 V1 X1' | fill=FFFFFFFF | rows=[17] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AZ18 | value='Q1' | fill=FFFFFFFF | rows=[17] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BB18 | value='Q1' | fill=FFFFFFFF | rows=[17] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC18 | value='Q1 X1' | fill=FFFFFFFF | rows=[17] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD18 | value='Q1 V1 X1' | fill=FFFFFFFF | rows=[17] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE18 | value='Q1 V1 X1' | fill=FFFFFFFF | rows=[17] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell A19 | value='In-person from salesperson who visited my home or work' | fill=FFFFFFFF | rows=[18, 19] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B19 | value='0.02' | fill=FFFFFFFF | rows=[18] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C19 | value='0' | fill=FFFFFFFF | rows=[18] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D19 | value='0.03' | fill=FFFFFFFF | rows=[18] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E19 | value='0' | fill=FFFFFFFF | rows=[18] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F19 | value='0.01' | fill=FFFFFFFF | rows=[18] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G19 | value='0.01' | fill=FFFFFFFF | rows=[18] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H19 | value='0.02' | fill=FFFFFFFF | rows=[18] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I19 | value='0.03' | fill=FFFFFFFF | rows=[18] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J19 | value='0.16' | fill=FFFFFFFF | rows=[18] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K19 | value='0.03' | fill=FFFFFFFF | rows=[18] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L19 | value='0.06' | fill=FFFFFFFF | rows=[18] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M19 | value='0.04' | fill=FFFFFFFF | rows=[18] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N19 | value='0' | fill=FFFFFFFF | rows=[18] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O19 | value='0' | fill=FFFFFFFF | rows=[18] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P19 | value='0' | fill=FFFFFFFF | rows=[18] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell R19 | value='0.02' | fill=FFFFFFFF | rows=[18] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S19 | value='0.02' | fill=FFFFFFFF | rows=[18] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell U19 | value='0.01' | fill=FFFFFFFF | rows=[18] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V19 | value='0.02' | fill=FFFFFFFF | rows=[18] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W19 | value='0' | fill=FFFFFFFF | rows=[18] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell Y19 | value='0.04' | fill=FFFFFFFF | rows=[18] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z19 | value='0.01' | fill=FFFFFFFF | rows=[18] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA19 | value='0' | fill=FFFFFFFF | rows=[18] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB19 | value='0' | fill=FFFFFFFF | rows=[18] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC19 | value='0.01' | fill=FFFFFFFF | rows=[18] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD19 | value='0.02' | fill=FFFFFFFF | rows=[18] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE19 | value='0.03' | fill=FFFFFFFF | rows=[18] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF19 | value='0.03' | fill=FFFFFFFF | rows=[18] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG19 | value='0.04' | fill=FFFFFFFF | rows=[18] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH19 | value='0.15' | fill=FFFFFFFF | rows=[18] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI19 | value='0.07' | fill=FFFFFFFF | rows=[18] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ19 | value='0.3' | fill=FFFFFFFF | rows=[18] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AL19 | value='0' | fill=FFFFFFFF | rows=[18] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM19 | value='0.17' | fill=FFFFFFFF | rows=[18] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN19 | value='0' | fill=FFFFFFFF | rows=[18] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO19 | value='0.01' | fill=FFFFFFFF | rows=[18] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AR19 | value='0.09' | fill=FFFFFFFF | rows=[18] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AT19 | value='0.01' | fill=FFFFFFFF | rows=[18] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AX19 | value='0.13' | fill=FFFFFFFF | rows=[18] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell BA19 | value='0' | fill=FFFFFFFF | rows=[18] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BE19 | value='0.01' | fill=FFFFFFFF | rows=[18] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell B20 | value='H1 J1 H2 P2' | fill=FFFFFFFF | rows=[19] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C20 | value='B1' | fill=FFFFFFFF | rows=[19] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D20 | value='A1' | fill=FFFFFFFF | rows=[19] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E20 | value='G1 H1 I1 J1 K1' | fill=FFFFFFFF | rows=[19] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F20 | value='H1 I1 J1 K1' | fill=FFFFFFFF | rows=[19] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G20 | value='H1 J1' | fill=FFFFFFFF | rows=[19] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H20 | value='H1 J1' | fill=FFFFFFFF | rows=[19] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I20 | value='C1 H1' | fill=FFFFFFFF | rows=[19] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J20 | value='C1 D1 E1 F1 G1 I1 K1 L1 M1' | fill=FFFFFFFF | rows=[19] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K20 | value='C1 D1 H1 L1' | fill=FFFFFFFF | rows=[19] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L20 | value='C1 D1 E1 F1 L1' | fill=FFFFFFFF | rows=[19] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M20 | value='C1 D1 H1 L1' | fill=FFFFFFFF | rows=[19] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N20 | value='H1 I1 J1 K1' | fill=FFFFFFFF | rows=[19] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O20 | value='H1' | fill=FFFFFFFF | rows=[19] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P20 | value='G2 H2 P2' | fill=FFFFFFFF | rows=[19] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q20 | value='G2 H2 P2' | fill=FFFFFFFF | rows=[19] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R20 | value='H2' | fill=FFFFFFFF | rows=[19] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell T20 | value='H2' | fill=FFFFFFFF | rows=[19] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U20 | value='H2' | fill=FFFFFFFF | rows=[19] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V20 | value='H2 P2' | fill=FFFFFFFF | rows=[19] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W20 | value='G2 H2 P2' | fill=FFFFFFFF | rows=[19] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X20 | value='H2 P2' | fill=FFFFFFFF | rows=[19] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Z20 | value='H2' | fill=FFFFFFFF | rows=[19] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA20 | value='H2' | fill=FFFFFFFF | rows=[19] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB20 | value='G2 H2 P2' | fill=FFFFFFFF | rows=[19] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC20 | value='H2 P2' | fill=FFFFFFFF | rows=[19] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD20 | value='H2 P2' | fill=FFFFFFFF | rows=[19] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE20 | value='H2' | fill=FFFFFFFF | rows=[19] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF20 | value='H2' | fill=FFFFFFFF | rows=[19] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG20 | value='H2' | fill=FFFFFFFF | rows=[19] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AI20 | value='N1 O1 U1 Z1 H2 J2 L2' | fill=FFFFFFFF | rows=[19] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ20 | value='N1 O1 P1 R1 S1 T1 U1 V1 X1 Y1 Z1 A2 B2 C2 D2 E2 G2 J2 L2 P2 R2 T2 X2 Z2 B3' | fill=FFFFFFFF | rows=[19] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AL20 | value='G2 H2 P2' | fill=FFFFFFFF | rows=[19] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AN20 | value='G2 H2 P2' | fill=FFFFFFFF | rows=[19] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AR20 | value='N1 O1 T1 U1 V1 Z1 A2 B2 H2 J2 L2 T2 Z2 B3' | fill=FFFFFFFF | rows=[19] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AT20 | value='H2' | fill=FFFFFFFF | rows=[19] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AV20 | value='H2 P2' | fill=FFFFFFFF | rows=[19] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AZ20 | value='H2' | fill=FFFFFFFF | rows=[19] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BB20 | value='H2 P2' | fill=FFFFFFFF | rows=[19] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BD20 | value='H2 P2' | fill=FFFFFFFF | rows=[19] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell A21 | value='Online through a social media platform' | fill=FFFFFFFF | rows=[20, 21] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B21 | value='0.01' | fill=FFFFFFFF | rows=[20] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C21 | value='0.01' | fill=FFFFFFFF | rows=[20] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D21 | value='0.01' | fill=FFFFFFFF | rows=[20] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E21 | value='0.01' | fill=FFFFFFFF | rows=[20] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F21 | value='0.02' | fill=FFFFFFFF | rows=[20] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G21 | value='0.03' | fill=FFFFFFFF | rows=[20] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H21 | value='0' | fill=FFFFFFFF | rows=[20] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J21 | value='0.01' | fill=FFFFFFFF | rows=[20] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K21 | value='0' | fill=FFFFFFFF | rows=[20] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L21 | value='0' | fill=FFFFFFFF | rows=[20] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M21 | value='0' | fill=FFFFFFFF | rows=[20] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N21 | value='0.01' | fill=FFFFFFFF | rows=[20] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O21 | value='0' | fill=FFFFFFFF | rows=[20] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P21 | value='0' | fill=FFFFFFFF | rows=[20] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q21 | value='0.01' | fill=FFFFFFFF | rows=[20] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R21 | value='0' | fill=FFFFFFFF | rows=[20] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S21 | value='0.03' | fill=FFFFFFFF | rows=[20] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T21 | value='0' | fill=FFFFFFFF | rows=[20] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U21 | value='0' | fill=FFFFFFFF | rows=[20] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V21 | value='0.03' | fill=FFFFFFFF | rows=[20] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W21 | value='0.03' | fill=FFFFFFFF | rows=[20] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X21 | value='0' | fill=FFFFFFFF | rows=[20] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y21 | value='0.08' | fill=FFFFFFFF | rows=[20] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z21 | value='0.07' | fill=FFFFFFFF | rows=[20] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AB21 | value='0.01' | fill=FFFFFFFF | rows=[20] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AD21 | value='0' | fill=FFFFFFFF | rows=[20] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE21 | value='0' | fill=FFFFFFFF | rows=[20] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AJ21 | value='0.03' | fill=FFFFFFFF | rows=[20] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AN21 | value='0' | fill=FFFFFFFF | rows=[20] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AR21 | value='0' | fill=FFFFFFFF | rows=[20] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AT21 | value='0.02' | fill=FFFFFFFF | rows=[20] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU21 | value='0.01' | fill=FFFFFFFF | rows=[20] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell BA21 | value='0.01' | fill=FFFFFFFF | rows=[20] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB21 | value='0' | fill=FFFFFFFF | rows=[20] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC21 | value='0.07' | fill=FFFFFFFF | rows=[20] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BE21 | value='0.01' | fill=FFFFFFFF | rows=[20] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF21 | value='0' | fill=FFFFFFFF | rows=[20] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell B22 | value='D1 U1' | fill=FFFFFFFF | rows=[21] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell F22 | value='F1' | fill=FFFFFFFF | rows=[21] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G22 | value='F1' | fill=FFFFFFFF | rows=[21] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H22 | value='D1 E1' | fill=FFFFFFFF | rows=[21] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell V22 | value='B2' | fill=FFFFFFFF | rows=[21] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W22 | value='B2' | fill=FFFFFFFF | rows=[21] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell AD22 | value='T1 U1' | fill=FFFFFFFF | rows=[21] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell A23 | value='Other' | fill=FFFFFFFF | rows=[22, 23] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B23 | value='0.03' | fill=FFFFFFFF | rows=[22] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C23 | value='0.02' | fill=FFFFFFFF | rows=[22] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D23 | value='0.05' | fill=FFFFFFFF | rows=[22] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E23 | value='0.02' | fill=FFFFFFFF | rows=[22] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F23 | value='0.01' | fill=FFFFFFFF | rows=[22] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G23 | value='0.03' | fill=FFFFFFFF | rows=[22] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H23 | value='0.01' | fill=FFFFFFFF | rows=[22] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I23 | value='0.08' | fill=FFFFFFFF | rows=[22] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J23 | value='0.12' | fill=FFFFFFFF | rows=[22] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K23 | value='0.1' | fill=FFFFFFFF | rows=[22] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L23 | value='0.08' | fill=FFFFFFFF | rows=[22] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M23 | value='0.19' | fill=FFFFFFFF | rows=[22] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N23 | value='0.03' | fill=FFFFFFFF | rows=[22] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O23 | value='0.09' | fill=FFFFFFFF | rows=[22] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P23 | value='0.04' | fill=FFFFFFFF | rows=[22] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q23 | value='0' | fill=FFFFFFFF | rows=[22] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R23 | value='0.01' | fill=FFFFFFFF | rows=[22] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S23 | value='0.01' | fill=FFFFFFFF | rows=[22] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T23 | value='0' | fill=FFFFFFFF | rows=[22] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U23 | value='0' | fill=FFFFFFFF | rows=[22] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V23 | value='0.02' | fill=FFFFFFFF | rows=[22] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W23 | value='0.01' | fill=FFFFFFFF | rows=[22] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X23 | value='0.02' | fill=FFFFFFFF | rows=[22] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y23 | value='0.01' | fill=FFFFFFFF | rows=[22] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z23 | value='0.08' | fill=FFFFFFFF | rows=[22] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA23 | value='0.01' | fill=FFFFFFFF | rows=[22] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB23 | value='0.01' | fill=FFFFFFFF | rows=[22] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC23 | value='0.02' | fill=FFFFFFFF | rows=[22] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD23 | value='0.01' | fill=FFFFFFFF | rows=[22] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE23 | value='0' | fill=FFFFFFFF | rows=[22] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF23 | value='0.21' | fill=FFFFFFFF | rows=[22] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG23 | value='0.05' | fill=FFFFFFFF | rows=[22] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH23 | value='0.02' | fill=FFFFFFFF | rows=[22] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI23 | value='0.13' | fill=FFFFFFFF | rows=[22] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ23 | value='0.12' | fill=FFFFFFFF | rows=[22] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AL23 | value='0.09' | fill=FFFFFFFF | rows=[22] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM23 | value='0.21' | fill=FFFFFFFF | rows=[22] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN23 | value='0.05' | fill=FFFFFFFF | rows=[22] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO23 | value='0.19' | fill=FFFFFFFF | rows=[22] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AR23 | value='0.11' | fill=FFFFFFFF | rows=[22] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS23 | value='0' | fill=FFFFFFFF | rows=[22] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT23 | value='0.02' | fill=FFFFFFFF | rows=[22] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU23 | value='0.14' | fill=FFFFFFFF | rows=[22] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV23 | value='0.07' | fill=FFFFFFFF | rows=[22] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AX23 | value='0.12' | fill=FFFFFFFF | rows=[22] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY23 | value='0.16' | fill=FFFFFFFF | rows=[22] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ23 | value='0.04' | fill=FFFFFFFF | rows=[22] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA23 | value='0.03' | fill=FFFFFFFF | rows=[22] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB23 | value='0.01' | fill=FFFFFFFF | rows=[22] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC23 | value='0.1' | fill=FFFFFFFF | rows=[22] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD23 | value='0.01' | fill=FFFFFFFF | rows=[22] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE23 | value='0.06' | fill=FFFFFFFF | rows=[22] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell B24 | value='D1 F1 H1 I1 K1 D2 G2 H2 J2 K2 M2 P2 S2' | fill=FFFFFFFF | rows=[23] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C24 | value='B1' | fill=FFFFFFFF | rows=[23] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D24 | value='A1' | fill=FFFFFFFF | rows=[23] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E24 | value='G1 H1 I1 J1 K1 M1' | fill=FFFFFFFF | rows=[23] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F24 | value='G1 H1 I1 J1 K1 M1' | fill=FFFFFFFF | rows=[23] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G24 | value='H1 I1 K1' | fill=FFFFFFFF | rows=[23] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H24 | value='G1 H1 I1 J1 K1 M1' | fill=FFFFFFFF | rows=[23] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I24 | value='C1 D1 F1' | fill=FFFFFFFF | rows=[23] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J24 | value='C1 D1 E1 F1 L1' | fill=FFFFFFFF | rows=[23] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K24 | value='C1 D1 E1 F1 L1' | fill=FFFFFFFF | rows=[23] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L24 | value='C1 D1 F1' | fill=FFFFFFFF | rows=[23] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M24 | value='C1 D1 E1 F1 L1' | fill=FFFFFFFF | rows=[23] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N24 | value='H1 I1 K1' | fill=FFFFFFFF | rows=[23] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O24 | value='C1 D1 F1' | fill=FFFFFFFF | rows=[23] | cols=[14] | col_header=False | row_header=False | metadata=False
