=== economy-table87.xlsx ===
Cell A1 | value='2024 Consumer Price Index forecasts' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell I27 | value='3.3' | fill=00000000 | rows=[26] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J27 | value='11.6' | fill=00000000 | rows=[26] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K27 | value='-6.7' | fill=00000000 | rows=[26] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L27 | value='0.1' | fill=00000000 | rows=[26] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M27 | value='7.4' | fill=00000000 | rows=[26] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N27 | value='-5.4' | fill=00000000 | rows=[26] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O27 | value='0.5' | fill=00000000 | rows=[26] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P27 | value='6.7' | fill=00000000 | rows=[26] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q27 | value='-4.5' | fill=00000000 | rows=[26] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R27 | value='0.6' | fill=00000000 | rows=[26] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S27 | value='6.1' | fill=00000000 | rows=[26] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T27 | value='-5.4' | fill=00000000 | rows=[26] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U27 | value='-1.1' | fill=00000000 | rows=[26] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V27 | value='3.5' | fill=00000000 | rows=[26] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W27 | value='-4.1' | fill=00000000 | rows=[26] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X27 | value='-0.5' | fill=00000000 | rows=[26] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y27 | value='3.3' | fill=00000000 | rows=[26] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z27 | value='-1.6' | fill=00000000 | rows=[26] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA27 | value='1.3' | fill=00000000 | rows=[26] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB27 | value='4.3' | fill=00000000 | rows=[26] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC27 | value='-2.4' | fill=00000000 | rows=[26] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD27 | value='0.1' | fill=00000000 | rows=[26] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE27 | value='2.6' | fill=00000000 | rows=[26] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF27 | value='-1.4' | fill=00000000 | rows=[26] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG27 | value='0.5' | fill=00000000 | rows=[26] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH27 | value='2.5' | fill=00000000 | rows=[26] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI27 | value='-0.7' | fill=00000000 | rows=[26] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ27 | value='0.9' | fill=00000000 | rows=[26] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK27 | value='2.4' | fill=00000000 | rows=[26] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL27 | value='-0.3' | fill=00000000 | rows=[26] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM27 | value='0.8' | fill=00000000 | rows=[26] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN27 | value='2' | fill=00000000 | rows=[26] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO27 | value='-0.2' | fill=00000000 | rows=[26] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP27 | value='0.6' | fill=00000000 | rows=[26] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ27 | value='1.5' | fill=00000000 | rows=[26] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR27 | value='-0.2' | fill=00000000 | rows=[26] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS27 | value='0.4' | fill=00000000 | rows=[26] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT27 | value='1' | fill=00000000 | rows=[26] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU27 | value='0.1' | fill=00000000 | rows=[26] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV27 | value='0.5' | fill=00000000 | rows=[26] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW27 | value='0.9' | fill=00000000 | rows=[26] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell A28 | value='Nonalcoholic beverages' | fill=00000000 | rows=[27] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B28 | value='-2.6' | fill=00000000 | rows=[27] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C28 | value='3.9' | fill=00000000 | rows=[27] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D28 | value='11' | fill=00000000 | rows=[27] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E28 | value='-2.1' | fill=00000000 | rows=[27] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F28 | value='3.9' | fill=00000000 | rows=[27] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G28 | value='10.4' | fill=00000000 | rows=[27] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H28 | value='-1.7' | fill=00000000 | rows=[27] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I28 | value='3.9' | fill=00000000 | rows=[27] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J28 | value='9.9' | fill=00000000 | rows=[27] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K28 | value='-0.6' | fill=00000000 | rows=[27] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L28 | value='4.6' | fill=00000000 | rows=[27] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M28 | value='10' | fill=00000000 | rows=[27] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N28 | value='-0.7' | fill=00000000 | rows=[27] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O28 | value='4' | fill=00000000 | rows=[27] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P28 | value='8.9' | fill=00000000 | rows=[27] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q28 | value='-1.4' | fill=00000000 | rows=[27] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R28 | value='2.8' | fill=00000000 | rows=[27] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S28 | value='7.2' | fill=00000000 | rows=[27] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T28 | value='-1.3' | fill=00000000 | rows=[27] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U28 | value='2.4' | fill=00000000 | rows=[27] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V28 | value='6.4' | fill=00000000 | rows=[27] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W28 | value='1.6' | fill=00000000 | rows=[27] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X28 | value='4.9' | fill=00000000 | rows=[27] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y28 | value='8.4' | fill=00000000 | rows=[27] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z28 | value='1.6' | fill=00000000 | rows=[27] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA28 | value='4.5' | fill=00000000 | rows=[27] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB28 | value='7.4' | fill=00000000 | rows=[27] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC28 | value='1.8' | fill=00000000 | rows=[27] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD28 | value='4.2' | fill=00000000 | rows=[27] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE28 | value='6.6' | fill=00000000 | rows=[27] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF28 | value='1.5' | fill=00000000 | rows=[27] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG28 | value='3.4' | fill=00000000 | rows=[27] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH28 | value='5.4' | fill=00000000 | rows=[27] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI28 | value='1' | fill=00000000 | rows=[27] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ28 | value='2.5' | fill=00000000 | rows=[27] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK28 | value='4.2' | fill=00000000 | rows=[27] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL28 | value='1' | fill=00000000 | rows=[27] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM28 | value='2.3' | fill=00000000 | rows=[27] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN28 | value='3.6' | fill=00000000 | rows=[27] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO28 | value='1.4' | fill=00000000 | rows=[27] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP28 | value='2.3' | fill=00000000 | rows=[27] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ28 | value='3.4' | fill=00000000 | rows=[27] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR28 | value='1.3' | fill=00000000 | rows=[27] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS28 | value='2' | fill=00000000 | rows=[27] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT28 | value='2.8' | fill=00000000 | rows=[27] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU28 | value='1.5' | fill=00000000 | rows=[27] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV28 | value='2' | fill=00000000 | rows=[27] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW28 | value='2.5' | fill=00000000 | rows=[27] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell A29 | value='Other foods' | fill=00000000 | rows=[28] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B29 | value='-2' | fill=00000000 | rows=[28] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C29 | value='4.7' | fill=00000000 | rows=[28] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D29 | value='12.1' | fill=00000000 | rows=[28] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E29 | value='-1.9' | fill=00000000 | rows=[28] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F29 | value='4.3' | fill=00000000 | rows=[28] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G29 | value='11.1' | fill=00000000 | rows=[28] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H29 | value='-0.9' | fill=00000000 | rows=[28] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I29 | value='5' | fill=00000000 | rows=[28] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J29 | value='11.2' | fill=00000000 | rows=[28] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K29 | value='-1.9' | fill=00000000 | rows=[28] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L29 | value='3.6' | fill=00000000 | rows=[28] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M29 | value='9.4' | fill=00000000 | rows=[28] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N29 | value='-1.8' | fill=00000000 | rows=[28] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O29 | value='3.2' | fill=00000000 | rows=[28] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P29 | value='8.5' | fill=00000000 | rows=[28] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q29 | value='-3.4' | fill=00000000 | rows=[28] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R29 | value='1' | fill=00000000 | rows=[28] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S29 | value='5.6' | fill=00000000 | rows=[28] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T29 | value='-3.2' | fill=00000000 | rows=[28] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U29 | value='0.7' | fill=00000000 | rows=[28] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V29 | value='4.7' | fill=00000000 | rows=[28] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W29 | value='-3.2' | fill=00000000 | rows=[28] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X29 | value='0.4' | fill=00000000 | rows=[28] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y29 | value='4.4' | fill=00000000 | rows=[28] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z29 | value='-2' | fill=00000000 | rows=[28] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA29 | value='1.1' | fill=00000000 | rows=[28] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB29 | value='4.3' | fill=00000000 | rows=[28] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC29 | value='-1.4' | fill=00000000 | rows=[28] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD29 | value='1.1' | fill=00000000 | rows=[28] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE29 | value='3.8' | fill=00000000 | rows=[28] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF29 | value='-0.7' | fill=00000000 | rows=[28] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG29 | value='1.3' | fill=00000000 | rows=[28] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH29 | value='3.5' | fill=00000000 | rows=[28] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI29 | value='-0.8' | fill=00000000 | rows=[28] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ29 | value='0.8' | fill=00000000 | rows=[28] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK29 | value='2.5' | fill=00000000 | rows=[28] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL29 | value='0.1' | fill=00000000 | rows=[28] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM29 | value='1.4' | fill=00000000 | rows=[28] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN29 | value='2.6' | fill=00000000 | rows=[28] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO29 | value='0' | fill=00000000 | rows=[28] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP29 | value='1' | fill=00000000 | rows=[28] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ29 | value='1.9' | fill=00000000 | rows=[28] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR29 | value='0' | fill=00000000 | rows=[28] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS29 | value='0.6' | fill=00000000 | rows=[28] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT29 | value='1.3' | fill=00000000 | rows=[28] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU29 | value='0.1' | fill=00000000 | rows=[28] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV29 | value='0.6' | fill=00000000 | rows=[28] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW29 | value='1' | fill=00000000 | rows=[28] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell A30 | value='About this table:' | fill=FF00B0F0 | rows=[29] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell A31 | value='1. Forecasts are grouped in three columns by the lower-bound, midpoint, and upper-bound of the prediction interval.' | fill=FF00B0F0 | rows=[30] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell A32 | value='2. Each cell represents the percent-change range for each point in the forecast.' | fill=FF00B0F0 | rows=[31] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell A33 | value='Source: USDA, Economic Research Service.' | fill=FF00B0F0 | rows=[32] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell A34 | value='For questions, contact:' | fill=FF00B0F0 | rows=[33] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell A35 | value='Megan Sweitzer, megan.sweitzer@usda.gov or Victoria Davidenko, victoria.davidenko@usda.gov.' | fill=FF00B0F0 | rows=[34] | cols=[0] | col_header=False | row_header=False | metadata=True

