=== economy-table27.xlsx ===
Cell B1 | value='Quarterly National Accounts (for 'Developer API')' | fill=FF00B0F0 | rows=[0] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell F226 | value='57227.7' | fill=00000000 | rows=[225] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G226 | value='58484.3' | fill=00000000 | rows=[225] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H226 | value='54217.1' | fill=00000000 | rows=[225] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B227 | value='·  ·  ·  Exports of goods, Total economy' | fill=FFE2F2FB | rows=[226] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C227 | value='2015, Millions, Euro' | fill=FFE2F2FB | rows=[226] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E227 | value='39408.1' | fill=00000000 | rows=[226] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F227 | value='40613.9' | fill=00000000 | rows=[226] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G227 | value='40675.8' | fill=00000000 | rows=[226] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H227 | value='39862' | fill=00000000 | rows=[226] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B228 | value='·  ·  ·  Exports of services, Total economy' | fill=FFE2F2FB | rows=[227] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C228 | value='2015, Millions, Euro' | fill=FFE2F2FB | rows=[227] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E228 | value='16814' | fill=00000000 | rows=[227] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F228 | value='16694.5' | fill=00000000 | rows=[227] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G228 | value='17825.3' | fill=00000000 | rows=[227] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H228 | value='14490.7' | fill=00000000 | rows=[227] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B229 | value='·  ·  Imports of goods and services, Total economy' | fill=FFE2F2FB | rows=[228] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C229 | value='2015, Millions, Euro' | fill=FFE2F2FB | rows=[228] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E229 | value='52418.7' | fill=00000000 | rows=[228] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F229 | value='51317.4' | fill=00000000 | rows=[228] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G229 | value='49873.7' | fill=00000000 | rows=[228] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H229 | value='50417.6' | fill=00000000 | rows=[228] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B230 | value='·  ·  ·  Imports of goods, Total economy' | fill=FFE2F2FB | rows=[229] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C230 | value='2015, Millions, Euro' | fill=FFE2F2FB | rows=[229] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E230 | value='35135.6' | fill=00000000 | rows=[229] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F230 | value='34952.4' | fill=00000000 | rows=[229] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G230 | value='35345' | fill=00000000 | rows=[229] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H230 | value='34766.5' | fill=00000000 | rows=[229] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B231 | value='·  ·  ·  Imports of services, Total economy' | fill=FFE2F2FB | rows=[230] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C231 | value='2015, Millions, Euro' | fill=FFE2F2FB | rows=[230] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E231 | value='17646.1' | fill=00000000 | rows=[230] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F231 | value='16645.1' | fill=00000000 | rows=[230] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G231 | value='14636.4' | fill=00000000 | rows=[230] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H231 | value='15860' | fill=00000000 | rows=[230] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B232 | value='Adjustment: Neither seasonally adjusted nor calendar adjusted' | fill=00000000 | rows=[231] | cols=[1, 2, 3, 4, 5, 6, 7] | col_header=False | row_header=False | metadata=False
Cell B233 | value='Unit of measure: National currency' | fill=00000000 | rows=[232] | cols=[1, 2, 3, 4, 5, 6, 7] | col_header=False | row_header=False | metadata=False
Cell B234 | value='Price base: Current prices' | fill=00000000 | rows=[233] | cols=[1, 2, 3, 4, 5, 6, 7] | col_header=False | row_header=False | metadata=False
Cell B235 | value='Transformation: Non transformed data' | fill=00000000 | rows=[234] | cols=[1, 2, 3, 4, 5, 6, 7] | col_header=False | row_header=False | metadata=False
Cell B236 | value='Gross domestic product, Total economy' | fill=FFE2F2FB | rows=[235] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C236 | value='Millions, Euro' | fill=FFE2F2FB | rows=[235] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E236 | value='116201.4' | fill=00000000 | rows=[235] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F236 | value='122280.3' | fill=00000000 | rows=[235] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G236 | value='116992.5' | fill=00000000 | rows=[235] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H236 | value='120449.3' | fill=00000000 | rows=[235] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B237 | value='·  Domestic demand, Total economy' | fill=FFE2F2FB | rows=[236] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C237 | value='Millions, Euro' | fill=FFE2F2FB | rows=[236] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E237 | value='114614.3' | fill=00000000 | rows=[236] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F237 | value='118326.2' | fill=00000000 | rows=[236] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G237 | value='107779.3' | fill=00000000 | rows=[236] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H237 | value='117867.9' | fill=00000000 | rows=[236] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B238 | value='·  Final consumption expenditure, Total economy' | fill=FFE2F2FB | rows=[237] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C238 | value='Millions, Euro' | fill=FFE2F2FB | rows=[237] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E238 | value='87483.4' | fill=00000000 | rows=[237] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F238 | value='90788.9' | fill=00000000 | rows=[237] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G238 | value='83710.9' | fill=00000000 | rows=[237] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H238 | value='89406.7' | fill=00000000 | rows=[237] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B239 | value='·  ·  Final consumption expenditure, Households and non-profit institutions serving households (NPISH)' | fill=FFE2F2FB | rows=[238] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C239 | value='Millions, Euro' | fill=FFE2F2FB | rows=[238] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E239 | value='63545' | fill=00000000 | rows=[238] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F239 | value='64340.2' | fill=00000000 | rows=[238] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G239 | value='59503.7' | fill=00000000 | rows=[238] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H239 | value='62983.4' | fill=00000000 | rows=[238] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B240 | value='·  ·  ·  Final consumption expenditure, Households' | fill=FFE2F2FB | rows=[239] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C240 | value='Millions, Euro' | fill=FFE2F2FB | rows=[239] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E240 | value='61225.7' | fill=00000000 | rows=[239] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F240 | value='61504.3' | fill=00000000 | rows=[239] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G240 | value='57056.5' | fill=00000000 | rows=[239] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H240 | value='59922.5' | fill=00000000 | rows=[239] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B241 | value='·  ·  ·  Final consumption expenditure, Non-profit institutions serving households' | fill=FFE2F2FB | rows=[240] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C241 | value='Millions, Euro' | fill=FFE2F2FB | rows=[240] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E241 | value='2319.3' | fill=00000000 | rows=[240] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F241 | value='2835.9' | fill=00000000 | rows=[240] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G241 | value='2447.2' | fill=00000000 | rows=[240] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H241 | value='3060.8' | fill=00000000 | rows=[240] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B242 | value='·  ·  Final consumption expenditure, General government' | fill=FFE2F2FB | rows=[241] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C242 | value='Millions, Euro' | fill=FFE2F2FB | rows=[241] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E242 | value='23938.4' | fill=00000000 | rows=[241] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F242 | value='26448.7' | fill=00000000 | rows=[241] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G242 | value='24207.2' | fill=00000000 | rows=[241] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H242 | value='26423.3' | fill=00000000 | rows=[241] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B243 | value='·  ·  Individual consumption expenditure, Total economy' | fill=FFE2F2FB | rows=[242] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B244 | value='·  ·  ·  Individual consumption expenditure, General government' | fill=FFE2F2FB | rows=[243] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C244 | value='Millions, Euro' | fill=FFE2F2FB | rows=[243] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E244 | value='15556.8' | fill=00000000 | rows=[243] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F244 | value='16623.2' | fill=00000000 | rows=[243] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G244 | value='15765.4' | fill=00000000 | rows=[243] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H244 | value='17109.1' | fill=00000000 | rows=[243] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B245 | value='·  ·  Collective consumption expenditure, Total economy' | fill=FFE2F2FB | rows=[244] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B246 | value='·  ·  ·  Collective consumption expenditure, General government' | fill=FFE2F2FB | rows=[245] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C246 | value='Millions, Euro' | fill=FFE2F2FB | rows=[245] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E246 | value='8381.6' | fill=00000000 | rows=[245] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F246 | value='9825.5' | fill=00000000 | rows=[245] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G246 | value='8441.8' | fill=00000000 | rows=[245] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H246 | value='9314.1' | fill=00000000 | rows=[245] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B247 | value='·  Actual individual consumption, Total economy' | fill=FFE2F2FB | rows=[246] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C247 | value='Millions, Euro' | fill=FFE2F2FB | rows=[246] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E247 | value='79101.8' | fill=00000000 | rows=[246] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F247 | value='80963.4' | fill=00000000 | rows=[246] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G247 | value='75269.1' | fill=00000000 | rows=[246] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H247 | value='80092.5' | fill=00000000 | rows=[246] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B248 | value='·  Gross capital formation, Total economy' | fill=FFE2F2FB | rows=[247] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C248 | value='Millions, Euro' | fill=FFE2F2FB | rows=[247] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E248 | value='27470.6' | fill=00000000 | rows=[247] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F248 | value='27897.3' | fill=00000000 | rows=[247] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G248 | value='24397.4' | fill=00000000 | rows=[247] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H248 | value='28793.7' | fill=00000000 | rows=[247] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B249 | value='·  ·  Gross fixed capital formation, Total economy' | fill=FFE2F2FB | rows=[248] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C249 | value='Millions, Euro' | fill=FFE2F2FB | rows=[248] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E249 | value='28644.9' | fill=00000000 | rows=[248] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F249 | value='31957.4' | fill=00000000 | rows=[248] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G249 | value='27517.6' | fill=00000000 | rows=[248] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H249 | value='28821.7' | fill=00000000 | rows=[248] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B250 | value='·  ·  Changes in inventories and acquisitions less disposals of valuables, Total economy' | fill=FFE2F2FB | rows=[249] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C250 | value='Millions, Euro' | fill=FFE2F2FB | rows=[249] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E250 | value='-1174.3' | fill=00000000 | rows=[249] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F250 | value='-4060.1' | fill=00000000 | rows=[249] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G250 | value='-3120.3' | fill=00000000 | rows=[249] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H250 | value='-28' | fill=00000000 | rows=[249] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B251 | value='·  ·  ·  Changes in inventories, Total economy' | fill=FFE2F2FB | rows=[250] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C251 | value='Millions, Euro' | fill=FFE2F2FB | rows=[250] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E251 | value='-1975' | fill=00000000 | rows=[250] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F251 | value='-4659.2' | fill=00000000 | rows=[250] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G251 | value='-3509.3' | fill=00000000 | rows=[250] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H251 | value='-406.7' | fill=00000000 | rows=[250] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B252 | value='·  ·  ·  Acquisitions less disposals of valuables, Total economy' | fill=FFE2F2FB | rows=[251] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C252 | value='Millions, Euro' | fill=FFE2F2FB | rows=[251] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E252 | value='800.7' | fill=00000000 | rows=[251] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F252 | value='599.1' | fill=00000000 | rows=[251] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G252 | value='389.1' | fill=00000000 | rows=[251] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H252 | value='378.7' | fill=00000000 | rows=[251] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B253 | value='·  External balance of goods and services, Total economy' | fill=FFE2F2FB | rows=[252] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C253 | value='Millions, Euro' | fill=FFE2F2FB | rows=[252] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E253 | value='1587' | fill=00000000 | rows=[252] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F253 | value='3954.1' | fill=00000000 | rows=[252] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G253 | value='9213.2' | fill=00000000 | rows=[252] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H253 | value='2581.4' | fill=00000000 | rows=[252] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B254 | value='·  ·  Exports of goods and services, Total economy' | fill=FFE2F2FB | rows=[253] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C254 | value='Millions, Euro' | fill=FFE2F2FB | rows=[253] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E254 | value='68062.3' | fill=00000000 | rows=[253] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F254 | value='69576.5' | fill=00000000 | rows=[253] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G254 | value='71780' | fill=00000000 | rows=[253] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H254 | value='66861.1' | fill=00000000 | rows=[253] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B255 | value='·  ·  ·  Exports of goods, Total economy' | fill=FFE2F2FB | rows=[254] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C255 | value='Millions, Euro' | fill=FFE2F2FB | rows=[254] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E255 | value='46688.5' | fill=00000000 | rows=[254] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F255 | value='48176.4' | fill=00000000 | rows=[254] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G255 | value='48712' | fill=00000000 | rows=[254] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H255 | value='48012.2' | fill=00000000 | rows=[254] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B256 | value='·  ·  ·  Exports of services, Total economy' | fill=FFE2F2FB | rows=[255] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C256 | value='Millions, Euro' | fill=FFE2F2FB | rows=[255] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E256 | value='21373.8' | fill=00000000 | rows=[255] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F256 | value='21400.1' | fill=00000000 | rows=[255] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G256 | value='23068' | fill=00000000 | rows=[255] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H256 | value='18848.8' | fill=00000000 | rows=[255] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B257 | value='·  ·  Imports of goods and services, Total economy' | fill=FFE2F2FB | rows=[256] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C257 | value='Millions, Euro' | fill=FFE2F2FB | rows=[256] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E257 | value='66475.3' | fill=00000000 | rows=[256] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F257 | value='65622.4' | fill=00000000 | rows=[256] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G257 | value='62566.8' | fill=00000000 | rows=[256] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H257 | value='64279.7' | fill=00000000 | rows=[256] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B258 | value='·  ·  ·  Imports of goods, Total economy' | fill=FFE2F2FB | rows=[257] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C258 | value='Millions, Euro' | fill=FFE2F2FB | rows=[257] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E258 | value='45454.9' | fill=00000000 | rows=[257] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F258 | value='45568' | fill=00000000 | rows=[257] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G258 | value='44725.1' | fill=00000000 | rows=[257] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H258 | value='44662.9' | fill=00000000 | rows=[257] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B259 | value='·  ·  ·  Imports of services, Total economy' | fill=FFE2F2FB | rows=[258] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C259 | value='Millions, Euro' | fill=FFE2F2FB | rows=[258] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E259 | value='21020.4' | fill=00000000 | rows=[258] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F259 | value='20054.4' | fill=00000000 | rows=[258] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G259 | value='17841.8' | fill=00000000 | rows=[258] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H259 | value='19616.8' | fill=00000000 | rows=[258] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B260 | value='·  Statistical discrepancy (expenditure approach), Total economy' | fill=FFE2F2FB | rows=[259] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C260 | value='Millions, Euro' | fill=FFE2F2FB | rows=[259] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E260 | value='-339.6' | fill=00000000 | rows=[259] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F260 | value='-360' | fill=00000000 | rows=[259] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G260 | value='-328.9' | fill=00000000 | rows=[259] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H260 | value='-332.4' | fill=00000000 | rows=[259] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B262 | value='© Terms & conditions' | fill=FF00B0F0 | rows=[261] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell J262 | value='Quarterly National Accounts (for 'Developer API')' | fill=FF00B0F0 | rows=[261] | cols=[9] | col_header=False | row_header=False | metadata=True

