=== economy-table29.xlsx ===
Cell B1 | value='Fossil Fuel Support - China' | fill=FF00B0F0 | rows=[0] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell B36 | value='Excise Tax Suspension for Domestic Aviation Fuel' | fill=FFE2F2FB | rows=[35] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C36 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[35] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D36 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[35] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E36 | value='·  Kerosene type jet fuel excl. biofuels' | fill=FFE2F2FB | rows=[35] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F36 | value='·  General government' | fill=FFE2F2FB | rows=[35] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B37 | value='Excise Tax Suspension for Domestic Aviation Fuel' | fill=FFE2F2FB | rows=[36] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C37 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[36] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D37 | value='Other end uses of fossil fuels (e.g. transport and residential sectors)' | fill=FFE2F2FB | rows=[36] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E37 | value='·  Kerosene type jet fuel excl. biofuels' | fill=FFE2F2FB | rows=[36] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F37 | value='·  ·  Central government' | fill=FFE2F2FB | rows=[36] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H37 | value='10929901838' | fill=00000000 | rows=[36] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I37 | value='10756458832' | fill=00000000 | rows=[36] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J37 | value='11859915367' | fill=00000000 | rows=[36] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K37 | value='13545502619' | fill=00000000 | rows=[36] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L37 | value='15149352367' | fill=00000000 | rows=[36] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M37 | value='26131586157' | fill=00000000 | rows=[36] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N37 | value='29583999764' | fill=00000000 | rows=[36] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O37 | value='33564218535' | fill=00000000 | rows=[36] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P37 | value='36674979231' | fill=00000000 | rows=[36] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q37 | value='39586878473' | fill=00000000 | rows=[36] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R37 | value='39378447738' | fill=00000000 | rows=[36] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S37 | value='41991606456' | fill=00000000 | rows=[36] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T37 | value='41991606456' | fill=00000000 | rows=[36] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U37 | value='41991606456' | fill=00000000 | rows=[36] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell B38 | value='2011 Retroactive Reduction in the Oil-Price Windfall Tax' | fill=FFE2F2FB | rows=[37] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C38 | value='Total' | fill=FFE2F2FB | rows=[37] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B39 | value='2011 Retroactive Reduction in the Oil-Price Windfall Tax' | fill=FFE2F2FB | rows=[38] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C39 | value='·  Beneficiary' | fill=FFE2F2FB | rows=[38] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B40 | value='2011 Retroactive Reduction in the Oil-Price Windfall Tax' | fill=FFE2F2FB | rows=[39] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C40 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[39] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D40 | value='Extraction or mining stage' | fill=FFE2F2FB | rows=[39] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E40 | value='Petroleum' | fill=FFE2F2FB | rows=[39] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell B41 | value='2011 Retroactive Reduction in the Oil-Price Windfall Tax' | fill=FFE2F2FB | rows=[40] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C41 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[40] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D41 | value='Extraction or mining stage' | fill=FFE2F2FB | rows=[40] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E41 | value='·  Crude Oil' | fill=FFE2F2FB | rows=[40] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F41 | value='Total economy' | fill=FFE2F2FB | rows=[40] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B42 | value='2011 Retroactive Reduction in the Oil-Price Windfall Tax' | fill=FFE2F2FB | rows=[41] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C42 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[41] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D42 | value='Extraction or mining stage' | fill=FFE2F2FB | rows=[41] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E42 | value='·  Crude Oil' | fill=FFE2F2FB | rows=[41] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F42 | value='·  General government' | fill=FFE2F2FB | rows=[41] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B43 | value='2011 Retroactive Reduction in the Oil-Price Windfall Tax' | fill=FFE2F2FB | rows=[42] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C43 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[42] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D43 | value='Extraction or mining stage' | fill=FFE2F2FB | rows=[42] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E43 | value='·  Crude Oil' | fill=FFE2F2FB | rows=[42] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F43 | value='·  ·  Central government' | fill=FFE2F2FB | rows=[42] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H43 | value='..' | fill=00000000 | rows=[42] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I43 | value='5714285000' | fill=00000000 | rows=[42] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J43 | value='..' | fill=00000000 | rows=[42] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K43 | value='..' | fill=00000000 | rows=[42] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L43 | value='..' | fill=00000000 | rows=[42] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M43 | value='..' | fill=00000000 | rows=[42] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N43 | value='..' | fill=00000000 | rows=[42] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O43 | value='..' | fill=00000000 | rows=[42] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P43 | value='..' | fill=00000000 | rows=[42] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q43 | value='..' | fill=00000000 | rows=[42] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R43 | value='..' | fill=00000000 | rows=[42] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S43 | value='..' | fill=00000000 | rows=[42] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T43 | value='..' | fill=00000000 | rows=[42] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U43 | value='..' | fill=00000000 | rows=[42] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell B44 | value='Resource-Tax Abatements and Refunds for Oil and Gas Extraction' | fill=FFE2F2FB | rows=[43] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C44 | value='Total' | fill=FFE2F2FB | rows=[43] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B45 | value='Resource-Tax Abatements and Refunds for Oil and Gas Extraction' | fill=FFE2F2FB | rows=[44] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C45 | value='·  Beneficiary' | fill=FFE2F2FB | rows=[44] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B46 | value='Resource-Tax Abatements and Refunds for Oil and Gas Extraction' | fill=FFE2F2FB | rows=[45] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C46 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[45] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D46 | value='Extraction or mining stage' | fill=FFE2F2FB | rows=[45] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E46 | value='Petroleum' | fill=FFE2F2FB | rows=[45] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell B47 | value='Resource-Tax Abatements and Refunds for Oil and Gas Extraction' | fill=FFE2F2FB | rows=[46] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C47 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[46] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D47 | value='Extraction or mining stage' | fill=FFE2F2FB | rows=[46] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E47 | value='·  Crude Oil' | fill=FFE2F2FB | rows=[46] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F47 | value='Total economy' | fill=FFE2F2FB | rows=[46] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B48 | value='Resource-Tax Abatements and Refunds for Oil and Gas Extraction' | fill=FFE2F2FB | rows=[47] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C48 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[47] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D48 | value='Extraction or mining stage' | fill=FFE2F2FB | rows=[47] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E48 | value='·  Crude Oil' | fill=FFE2F2FB | rows=[47] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F48 | value='·  General government' | fill=FFE2F2FB | rows=[47] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B49 | value='Resource-Tax Abatements and Refunds for Oil and Gas Extraction' | fill=FFE2F2FB | rows=[48] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C49 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[48] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D49 | value='Extraction or mining stage' | fill=FFE2F2FB | rows=[48] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E49 | value='·  Crude Oil' | fill=FFE2F2FB | rows=[48] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F49 | value='·  ·  Central government' | fill=FFE2F2FB | rows=[48] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H49 | value='2804085273' | fill=00000000 | rows=[48] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I49 | value='3864483155' | fill=00000000 | rows=[48] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J49 | value='3898489938' | fill=00000000 | rows=[48] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K49 | value='3688201667' | fill=00000000 | rows=[48] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L49 | value='3661836191' | fill=00000000 | rows=[48] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M49 | value='1787127846' | fill=00000000 | rows=[48] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N49 | value='1410975064' | fill=00000000 | rows=[48] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O49 | value='1846290251' | fill=00000000 | rows=[48] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P49 | value='2391800223' | fill=00000000 | rows=[48] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q49 | value='2233189554' | fill=00000000 | rows=[48] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R49 | value='1488557162' | fill=00000000 | rows=[48] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S49 | value='2493346308' | fill=00000000 | rows=[48] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T49 | value='3997066645' | fill=00000000 | rows=[48] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U49 | value='4236622940' | fill=00000000 | rows=[48] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell B50 | value='Resource-Tax Abatements and Refunds for Oil and Gas Extraction' | fill=FFE2F2FB | rows=[49] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C50 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[49] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D50 | value='Extraction or mining stage' | fill=FFE2F2FB | rows=[49] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E50 | value='Natural Gas' | fill=FFE2F2FB | rows=[49] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F50 | value='Total economy' | fill=FFE2F2FB | rows=[49] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B51 | value='Resource-Tax Abatements and Refunds for Oil and Gas Extraction' | fill=FFE2F2FB | rows=[50] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C51 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[50] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D51 | value='Extraction or mining stage' | fill=FFE2F2FB | rows=[50] | cols=[3] | col_header=False | row_header=False | metadata=False
