=== food-table11.xlsx ===
Cell A1 | value='Per capita sales of food for all purchasers with taxes and tips, by State' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell A35 | value='2000' | fill=00000000 | rows=[34] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B35 | value='Alaska' | fill=00000000 | rows=[34] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C35 | value='1966.34' | fill=00000000 | rows=[34] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D35 | value='1368.77' | fill=00000000 | rows=[34] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E35 | value='3335.11' | fill=00000000 | rows=[34] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F35 | value='1310.14' | fill=00000000 | rows=[34] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G35 | value='996.23' | fill=00000000 | rows=[34] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H35 | value='2306.37' | fill=00000000 | rows=[34] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A36 | value='2001' | fill=00000000 | rows=[35] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B36 | value='Alaska' | fill=00000000 | rows=[35] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C36 | value='1988.26' | fill=00000000 | rows=[35] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D36 | value='1367.91' | fill=00000000 | rows=[35] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E36 | value='3356.16' | fill=00000000 | rows=[35] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F36 | value='1271.61' | fill=00000000 | rows=[35] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G36 | value='965.11' | fill=00000000 | rows=[35] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H36 | value='2236.72' | fill=00000000 | rows=[35] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A37 | value='2002' | fill=00000000 | rows=[36] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B37 | value='Alaska' | fill=00000000 | rows=[36] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C37 | value='1985.19' | fill=00000000 | rows=[36] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D37 | value='1399.68' | fill=00000000 | rows=[36] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E37 | value='3384.87' | fill=00000000 | rows=[36] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F37 | value='1246.36' | fill=00000000 | rows=[36] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G37 | value='955.99' | fill=00000000 | rows=[36] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H37 | value='2202.36' | fill=00000000 | rows=[36] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A38 | value='2003' | fill=00000000 | rows=[37] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B38 | value='Alaska' | fill=00000000 | rows=[37] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C38 | value='2084.72' | fill=00000000 | rows=[37] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D38 | value='1491.06' | fill=00000000 | rows=[37] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E38 | value='3575.78' | fill=00000000 | rows=[37] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F38 | value='1274.48' | fill=00000000 | rows=[37] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G38 | value='999.04' | fill=00000000 | rows=[37] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H38 | value='2273.53' | fill=00000000 | rows=[37] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A39 | value='2004' | fill=00000000 | rows=[38] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B39 | value='Alaska' | fill=00000000 | rows=[38] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C39 | value='2262.58' | fill=00000000 | rows=[38] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D39 | value='1554.08' | fill=00000000 | rows=[38] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E39 | value='3816.66' | fill=00000000 | rows=[38] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F39 | value='1333.49' | fill=00000000 | rows=[38] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G39 | value='1010.2' | fill=00000000 | rows=[38] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H39 | value='2343.69' | fill=00000000 | rows=[38] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A40 | value='2005' | fill=00000000 | rows=[39] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B40 | value='Alaska' | fill=00000000 | rows=[39] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C40 | value='2441.98' | fill=00000000 | rows=[39] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D40 | value='1635.26' | fill=00000000 | rows=[39] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E40 | value='4077.24' | fill=00000000 | rows=[39] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F40 | value='1426.22' | fill=00000000 | rows=[39] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G40 | value='1026.22' | fill=00000000 | rows=[39] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H40 | value='2452.44' | fill=00000000 | rows=[39] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A41 | value='2006' | fill=00000000 | rows=[40] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B41 | value='Alaska' | fill=00000000 | rows=[40] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C41 | value='2550.56' | fill=00000000 | rows=[40] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D41 | value='1726.72' | fill=00000000 | rows=[40] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E41 | value='4277.27' | fill=00000000 | rows=[40] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F41 | value='1471.91' | fill=00000000 | rows=[40] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G41 | value='1052.73' | fill=00000000 | rows=[40] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H41 | value='2524.64' | fill=00000000 | rows=[40] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A42 | value='2007' | fill=00000000 | rows=[41] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B42 | value='Alaska' | fill=00000000 | rows=[41] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C42 | value='2703.98' | fill=00000000 | rows=[41] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D42 | value='1816.53' | fill=00000000 | rows=[41] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E42 | value='4520.51' | fill=00000000 | rows=[41] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F42 | value='1490.28' | fill=00000000 | rows=[41] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G42 | value='1069.16' | fill=00000000 | rows=[41] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H42 | value='2559.45' | fill=00000000 | rows=[41] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A43 | value='2008' | fill=00000000 | rows=[42] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B43 | value='Alaska' | fill=00000000 | rows=[42] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C43 | value='2864.72' | fill=00000000 | rows=[42] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D43 | value='1849.92' | fill=00000000 | rows=[42] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E43 | value='4714.65' | fill=00000000 | rows=[42] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F43 | value='1487.13' | fill=00000000 | rows=[42] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G43 | value='1048.91' | fill=00000000 | rows=[42] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H43 | value='2536.05' | fill=00000000 | rows=[42] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A44 | value='2009' | fill=00000000 | rows=[43] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B44 | value='Alaska' | fill=00000000 | rows=[43] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C44 | value='2859.22' | fill=00000000 | rows=[43] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D44 | value='1790.53' | fill=00000000 | rows=[43] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E44 | value='4649.76' | fill=00000000 | rows=[43] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F44 | value='1495.16' | fill=00000000 | rows=[43] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G44 | value='984.56' | fill=00000000 | rows=[43] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H44 | value='2479.72' | fill=00000000 | rows=[43] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A45 | value='2010' | fill=00000000 | rows=[44] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B45 | value='Alaska' | fill=00000000 | rows=[44] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C45 | value='2954.84' | fill=00000000 | rows=[44] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D45 | value='1814.63' | fill=00000000 | rows=[44] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E45 | value='4769.47' | fill=00000000 | rows=[44] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F45 | value='1554.49' | fill=00000000 | rows=[44] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G45 | value='986.24' | fill=00000000 | rows=[44] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H45 | value='2540.73' | fill=00000000 | rows=[44] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A46 | value='2011' | fill=00000000 | rows=[45] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B46 | value='Alaska' | fill=00000000 | rows=[45] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C46 | value='3031.87' | fill=00000000 | rows=[45] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D46 | value='1927.41' | fill=00000000 | rows=[45] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E46 | value='4959.27' | fill=00000000 | rows=[45] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F46 | value='1520.7' | fill=00000000 | rows=[45] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G46 | value='1024.54' | fill=00000000 | rows=[45] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H46 | value='2545.24' | fill=00000000 | rows=[45] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A47 | value='2012' | fill=00000000 | rows=[46] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B47 | value='Alaska' | fill=00000000 | rows=[46] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C47 | value='3311.43' | fill=00000000 | rows=[46] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D47 | value='2025.48' | fill=00000000 | rows=[46] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E47 | value='5336.92' | fill=00000000 | rows=[46] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F47 | value='1631.49' | fill=00000000 | rows=[46] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G47 | value='1044.71' | fill=00000000 | rows=[46] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H47 | value='2676.2' | fill=00000000 | rows=[46] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A48 | value='2013' | fill=00000000 | rows=[47] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B48 | value='Alaska' | fill=00000000 | rows=[47] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C48 | value='3220.8' | fill=00000000 | rows=[47] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D48 | value='2087.53' | fill=00000000 | rows=[47] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E48 | value='5308.33' | fill=00000000 | rows=[47] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F48 | value='1572.76' | fill=00000000 | rows=[47] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G48 | value='1054.5' | fill=00000000 | rows=[47] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H48 | value='2627.26' | fill=00000000 | rows=[47] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A49 | value='2014' | fill=00000000 | rows=[48] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B49 | value='Alaska' | fill=00000000 | rows=[48] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C49 | value='3206.18' | fill=00000000 | rows=[48] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D49 | value='2214.43' | fill=00000000 | rows=[48] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E49 | value='5420.61' | fill=00000000 | rows=[48] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F49 | value='1523.09' | fill=00000000 | rows=[48] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G49 | value='1091.63' | fill=00000000 | rows=[48] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H49 | value='2614.73' | fill=00000000 | rows=[48] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A50 | value='2015' | fill=00000000 | rows=[49] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B50 | value='Alaska' | fill=00000000 | rows=[49] | cols=[1] | col_header=False | row_header=False | metadata=False
