=== education-table19.xlsx ===
Cell A2 | value='Number and percentage of public school students retained, by race/ethnicity, disability status, and English proficiency, by gender and grade: School Year 2011-12' | fill=FF00B0F0 | rows=[1] | cols=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25] | col_header=False | row_header=False | metadata=True
Cell T45 | value='23.5397684757252' | fill=None | rows=[44] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U45 | value='250' | fill=None | rows=[44] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V45 | value='1.10040054579867' | fill=None | rows=[44] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W45 | value='7522' | fill=None | rows=[44] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X45 | value='33.1088516219904' | fill=None | rows=[44] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y45 | value='2478' | fill=None | rows=[44] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z45 | value='99.8385794995964' | fill=None | rows=[44] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell A47 | value='NOTE: Table reads:  Of all 12,778 public school students retained in kindergarten, 153 (1.2%) were American Indian or Alaska Native, 1,404 (11.0%) were students with disabilities served under the Individuals with Disabilities Education Act (IDEA), and 109 (0.9%) were students with disabilities served solely under Section 504 of the Rehabilitation Act of 1973.' | fill=FF00B0F0 | rows=[46] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell A48 | value='The ‘1-3’ reference indicates that the data have been suppressed based on the schools’ reported n-size, and that the midpoint was used to calculate the total.' | fill=FF00B0F0 | rows=[47] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell A49 | value='SOURCE: U.S. Department of Education, Office for Civil Rights, Civil Rights Data Collection, 2011-12, available at http://ocrdata.ed.gov. Data notes are available at http://ocrdata.ed.gov/downloads/DataNotes.docx' | fill=FF00B0F0 | rows=[48] | cols=[0] | col_header=False | row_header=False | metadata=True

