=== economy-table28.xlsx ===
Cell B1 | value='Fossil Fuel Support - Netherlands' | fill=FF00B0F0 | rows=[0] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell U36 | value='..' | fill=00000000 | rows=[35] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell B37 | value='Exemptions for dual consumption of coal (coal tax)' | fill=FFE2F2FB | rows=[36] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C37 | value='Total' | fill=FFE2F2FB | rows=[36] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B38 | value='Exemptions for dual consumption of coal (coal tax)' | fill=FFE2F2FB | rows=[37] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C38 | value='·  Beneficiary' | fill=FFE2F2FB | rows=[37] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B39 | value='Exemptions for dual consumption of coal (coal tax)' | fill=FFE2F2FB | rows=[38] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C39 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[38] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D39 | value='Use of fossil fuels in the industrial sector' | fill=FFE2F2FB | rows=[38] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E39 | value='Coal' | fill=FFE2F2FB | rows=[38] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell B40 | value='Exemptions for dual consumption of coal (coal tax)' | fill=FFE2F2FB | rows=[39] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C40 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[39] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D40 | value='Use of fossil fuels in the industrial sector' | fill=FFE2F2FB | rows=[39] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E40 | value='·  Lignite' | fill=FFE2F2FB | rows=[39] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F40 | value='Total economy' | fill=FFE2F2FB | rows=[39] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B41 | value='Exemptions for dual consumption of coal (coal tax)' | fill=FFE2F2FB | rows=[40] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C41 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[40] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D41 | value='Use of fossil fuels in the industrial sector' | fill=FFE2F2FB | rows=[40] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E41 | value='·  Lignite' | fill=FFE2F2FB | rows=[40] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F41 | value='·  General government' | fill=FFE2F2FB | rows=[40] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B42 | value='Exemptions for dual consumption of coal (coal tax)' | fill=FFE2F2FB | rows=[41] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C42 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[41] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D42 | value='Use of fossil fuels in the industrial sector' | fill=FFE2F2FB | rows=[41] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E42 | value='·  Lignite' | fill=FFE2F2FB | rows=[41] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F42 | value='·  ·  Central government' | fill=FFE2F2FB | rows=[41] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H42 | value='..' | fill=00000000 | rows=[41] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I42 | value='..' | fill=00000000 | rows=[41] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J42 | value='..' | fill=00000000 | rows=[41] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K42 | value='..' | fill=00000000 | rows=[41] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L42 | value='..' | fill=00000000 | rows=[41] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M42 | value='..' | fill=00000000 | rows=[41] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N42 | value='8969083' | fill=00000000 | rows=[41] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O42 | value='12147402' | fill=00000000 | rows=[41] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P42 | value='11697498' | fill=00000000 | rows=[41] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q42 | value='1293054' | fill=00000000 | rows=[41] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R42 | value='1124394' | fill=00000000 | rows=[41] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S42 | value='909494' | fill=00000000 | rows=[41] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T42 | value='868154' | fill=00000000 | rows=[41] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U42 | value='950835' | fill=00000000 | rows=[41] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell B43 | value='Exemptions for dual consumption of coal (coal tax)' | fill=FFE2F2FB | rows=[42] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C43 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[42] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D43 | value='Use of fossil fuels in the industrial sector' | fill=FFE2F2FB | rows=[42] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E43 | value='·  Coke Oven Coke and Lignite Coke' | fill=FFE2F2FB | rows=[42] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F43 | value='Total economy' | fill=FFE2F2FB | rows=[42] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B44 | value='Exemptions for dual consumption of coal (coal tax)' | fill=FFE2F2FB | rows=[43] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C44 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[43] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D44 | value='Use of fossil fuels in the industrial sector' | fill=FFE2F2FB | rows=[43] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E44 | value='·  Coke Oven Coke and Lignite Coke' | fill=FFE2F2FB | rows=[43] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F44 | value='·  General government' | fill=FFE2F2FB | rows=[43] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B45 | value='Exemptions for dual consumption of coal (coal tax)' | fill=FFE2F2FB | rows=[44] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C45 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[44] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D45 | value='Use of fossil fuels in the industrial sector' | fill=FFE2F2FB | rows=[44] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E45 | value='·  Coke Oven Coke and Lignite Coke' | fill=FFE2F2FB | rows=[44] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F45 | value='·  ·  Central government' | fill=FFE2F2FB | rows=[44] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H45 | value='..' | fill=00000000 | rows=[44] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I45 | value='..' | fill=00000000 | rows=[44] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J45 | value='..' | fill=00000000 | rows=[44] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K45 | value='..' | fill=00000000 | rows=[44] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L45 | value='..' | fill=00000000 | rows=[44] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M45 | value='..' | fill=00000000 | rows=[44] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N45 | value='15030917' | fill=00000000 | rows=[44] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O45 | value='14852598' | fill=00000000 | rows=[44] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P45 | value='14302502' | fill=00000000 | rows=[44] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q45 | value='21706946' | fill=00000000 | rows=[44] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R45 | value='18875606' | fill=00000000 | rows=[44] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S45 | value='21090506' | fill=00000000 | rows=[44] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T45 | value='20131846' | fill=00000000 | rows=[44] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U45 | value='22049165' | fill=00000000 | rows=[44] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell B46 | value='Refund for Energy-intensive processes (energy tax)' | fill=FFE2F2FB | rows=[45] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C46 | value='Total' | fill=FFE2F2FB | rows=[45] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B47 | value='Refund for Energy-intensive processes (energy tax)' | fill=FFE2F2FB | rows=[46] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C47 | value='·  Beneficiary' | fill=FFE2F2FB | rows=[46] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B48 | value='Refund for Energy-intensive processes (energy tax)' | fill=FFE2F2FB | rows=[47] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C48 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[47] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D48 | value='Use of fossil fuels in the industrial sector' | fill=FFE2F2FB | rows=[47] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E48 | value='Coal' | fill=FFE2F2FB | rows=[47] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell B49 | value='Refund for Energy-intensive processes (energy tax)' | fill=FFE2F2FB | rows=[48] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C49 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[48] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D49 | value='Use of fossil fuels in the industrial sector' | fill=FFE2F2FB | rows=[48] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E49 | value='·  Lignite' | fill=FFE2F2FB | rows=[48] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F49 | value='Total economy' | fill=FFE2F2FB | rows=[48] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B50 | value='Refund for Energy-intensive processes (energy tax)' | fill=FFE2F2FB | rows=[49] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C50 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[49] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D50 | value='Use of fossil fuels in the industrial sector' | fill=FFE2F2FB | rows=[49] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E50 | value='·  Lignite' | fill=FFE2F2FB | rows=[49] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F50 | value='·  General government' | fill=FFE2F2FB | rows=[49] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B51 | value='Refund for Energy-intensive processes (energy tax)' | fill=FFE2F2FB | rows=[50] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C51 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[50] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D51 | value='Use of fossil fuels in the industrial sector' | fill=FFE2F2FB | rows=[50] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E51 | value='·  Lignite' | fill=FFE2F2FB | rows=[50] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F51 | value='·  ·  Central government' | fill=FFE2F2FB | rows=[50] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H51 | value='..' | fill=00000000 | rows=[50] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I51 | value='..' | fill=00000000 | rows=[50] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J51 | value='..' | fill=00000000 | rows=[50] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K51 | value='..' | fill=00000000 | rows=[50] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L51 | value='..' | fill=00000000 | rows=[50] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M51 | value='..' | fill=00000000 | rows=[50] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N51 | value='10837642' | fill=00000000 | rows=[50] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O51 | value='33292879' | fill=00000000 | rows=[50] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P51 | value='37342013' | fill=00000000 | rows=[50] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q51 | value='41841051' | fill=00000000 | rows=[50] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R51 | value='53088645' | fill=00000000 | rows=[50] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S51 | value='55788068' | fill=00000000 | rows=[50] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T51 | value='54888260' | fill=00000000 | rows=[50] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U51 | value='58037587' | fill=00000000 | rows=[50] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell B52 | value='Refund for Energy-intensive processes (energy tax)' | fill=FFE2F2FB | rows=[51] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C52 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[51] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D52 | value='Use of fossil fuels in the industrial sector' | fill=FFE2F2FB | rows=[51] | cols=[3] | col_header=False | row_header=False | metadata=False
