=== economy-table24.xlsx ===
Cell B1 | value='Africa's Development Dynamics (AfDD) - all tables, all indicators' | fill=FF00B0F0 | rows=[0] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell AK11 | value='69.422' | fill=00000000 | rows=[10] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL11 | value='64.537' | fill=00000000 | rows=[10] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM11 | value='67.601170707' | fill=00000000 | rows=[10] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN11 | value='250.815' | fill=00000000 | rows=[10] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO11 | value='28.053109817' | fill=00000000 | rows=[10] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP11 | value='604.061' | fill=00000000 | rows=[10] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ11 | value='67.562903211' | fill=00000000 | rows=[10] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR11 | value='19.82' | fill=00000000 | rows=[10] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS11 | value='2.216823701' | fill=00000000 | rows=[10] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT11 | value='225.522' | fill=00000000 | rows=[10] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU11 | value='25.224143022' | fill=00000000 | rows=[10] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV11 | value='25.293' | fill=00000000 | rows=[10] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW11 | value='2.8289667946' | fill=00000000 | rows=[10] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX11 | value='72.5' | fill=00000000 | rows=[10] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY11 | value='76.1' | fill=00000000 | rows=[10] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ11 | value='74.4' | fill=00000000 | rows=[10] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA11 | value='16.123873141' | fill=00000000 | rows=[10] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB11 | value='16.275062774' | fill=00000000 | rows=[10] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell B12 | value='·  Lesotho' | fill=FFE2F2FB | rows=[11] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D12 | value='2330.318' | fill=00000000 | rows=[11] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E12 | value='2249.212983' | fill=00000000 | rows=[11] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F12 | value='6659.872608' | fill=00000000 | rows=[11] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G12 | value='3115.311079' | fill=00000000 | rows=[11] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H12 | value='1.8772740562' | fill=00000000 | rows=[11] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I12 | value='8.2718038973' | fill=00000000 | rows=[11] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J12 | value='44.9' | fill=00000000 | rows=[11] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K12 | value='32.4' | fill=00000000 | rows=[11] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L12 | value='0.514' | fill=00000000 | rows=[11] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M12 | value='0.372' | fill=00000000 | rows=[11] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N12 | value='45.803965568' | fill=00000000 | rows=[11] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O12 | value='2330.318' | fill=00000000 | rows=[11] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P12 | value='708.7662197' | fill=00000000 | rows=[11] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q12 | value='1621.5517803' | fill=00000000 | rows=[11] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell V12 | value='6.8122571443' | fill=00000000 | rows=[11] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W12 | value='54.623308193' | fill=00000000 | rows=[11] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X12 | value='61.435565337' | fill=00000000 | rows=[11] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y12 | value='45.803965568' | fill=00000000 | rows=[11] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z12 | value='71.754762831' | fill=00000000 | rows=[11] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA12 | value='34.461097151' | fill=00000000 | rows=[11] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB12 | value='93.96988' | fill=00000000 | rows=[11] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC12 | value='79.60804' | fill=00000000 | rows=[11] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD12 | value='86.6322' | fill=00000000 | rows=[11] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE12 | value='1.15283' | fill=00000000 | rows=[11] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF12 | value='84.93489' | fill=00000000 | rows=[11] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG12 | value='67.74747' | fill=00000000 | rows=[11] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH12 | value='76.6352' | fill=00000000 | rows=[11] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI12 | value='1.20236' | fill=00000000 | rows=[11] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ12 | value='57.563' | fill=00000000 | rows=[11] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK12 | value='73.004' | fill=00000000 | rows=[11] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL12 | value='65.119' | fill=00000000 | rows=[11] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM12 | value='62.667871233' | fill=00000000 | rows=[11] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN12 | value='272.161' | fill=00000000 | rows=[11] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO12 | value='32.390825965' | fill=00000000 | rows=[11] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP12 | value='503.483' | fill=00000000 | rows=[11] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ12 | value='59.921260686' | fill=00000000 | rows=[11] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR12 | value='48.449' | fill=00000000 | rows=[11] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS12 | value='5.7660837783' | fill=00000000 | rows=[11] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT12 | value='265.302' | fill=00000000 | rows=[11] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU12 | value='31.574512551' | fill=00000000 | rows=[11] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV12 | value='6.859' | fill=00000000 | rows=[11] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW12 | value='0.8163134148' | fill=00000000 | rows=[11] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX12 | value='81.1' | fill=00000000 | rows=[11] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY12 | value='80.7' | fill=00000000 | rows=[11] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ12 | value='80.9' | fill=00000000 | rows=[11] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA12 | value='12.625566913' | fill=00000000 | rows=[11] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB12 | value='24.706561855' | fill=00000000 | rows=[11] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell B13 | value='·  Mozambique' | fill=FFE2F2FB | rows=[12] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D13 | value='33897.354' | fill=00000000 | rows=[12] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E13 | value='21352.65638' | fill=00000000 | rows=[12] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F13 | value='53453.92933' | fill=00000000 | rows=[12] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G13 | value='1576.935159' | fill=00000000 | rows=[12] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H13 | value='6.0126778265' | fill=00000000 | rows=[12] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I13 | value='9.7697468373' | fill=00000000 | rows=[12] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J13 | value='50.5' | fill=00000000 | rows=[12] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K13 | value='74.5' | fill=00000000 | rows=[12] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L13 | value='0.446' | fill=00000000 | rows=[12] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M13 | value='0.3' | fill=00000000 | rows=[12] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N13 | value='28.148910857' | fill=00000000 | rows=[12] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O13 | value='33897.354' | fill=00000000 | rows=[12] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P13 | value='13136.241596' | fill=00000000 | rows=[12] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q13 | value='20761.112404' | fill=00000000 | rows=[12] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R13 | value='2899.8260252' | fill=00000000 | rows=[12] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S13 | value='5' | fill=00000000 | rows=[12] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T13 | value='2909.2827442' | fill=00000000 | rows=[12] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U13 | value='2' | fill=00000000 | rows=[12] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V13 | value='4.7499275795' | fill=00000000 | rows=[12] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W13 | value='79.965080144' | fill=00000000 | rows=[12] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X13 | value='84.715007724' | fill=00000000 | rows=[12] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y13 | value='28.148910857' | fill=00000000 | rows=[12] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z13 | value='65.962654713' | fill=00000000 | rows=[12] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA13 | value='4.2229060628' | fill=00000000 | rows=[12] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB13 | value='65.48977' | fill=00000000 | rows=[12] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC13 | value='77.26017' | fill=00000000 | rows=[12] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD13 | value='70.91245' | fill=00000000 | rows=[12] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE13 | value='0.84765' | fill=00000000 | rows=[12] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF13 | value='50.29514' | fill=00000000 | rows=[12] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG13 | value='72.59945' | fill=00000000 | rows=[12] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH13 | value='60.65543' | fill=00000000 | rows=[12] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI13 | value='0.69278' | fill=00000000 | rows=[12] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ13 | value='78.419' | fill=00000000 | rows=[12] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK13 | value='79.68' | fill=00000000 | rows=[12] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL13 | value='79.027' | fill=00000000 | rows=[12] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM13 | value='87.351301091' | fill=00000000 | rows=[12] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN13 | value='11668.852' | fill=00000000 | rows=[12] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO13 | value='79.743042231' | fill=00000000 | rows=[12] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP13 | value='2142.563' | fill=00000000 | rows=[12] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ13 | value='14.641928083' | fill=00000000 | rows=[12] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR13 | value='324.702' | fill=00000000 | rows=[12] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS13 | value='2.2189608111' | fill=00000000 | rows=[12] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT13 | value='9111.994' | fill=00000000 | rows=[12] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU13 | value='62.269889304' | fill=00000000 | rows=[12] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV13 | value='2556.858' | fill=00000000 | rows=[12] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW13 | value='17.473152926' | fill=00000000 | rows=[12] | cols=[48] | col_header=False | row_header=False | metadata=False
