=== education-table17.xlsx ===
Cell A1 | value='State' | fill=FFFFFF00 | rows=[0, 1] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell P46 | value='3.67991' | fill=None | rows=[45] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q46 | value='2532' | fill=None | rows=[45] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R46 | value='16.433' | fill=None | rows=[45] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S46 | value='279' | fill=None | rows=[45] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T46 | value='1.81075' | fill=None | rows=[45] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U46 | value='499' | fill=None | rows=[45] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V46 | value='3.2386' | fill=None | rows=[45] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W46 | value='687' | fill=None | rows=[45] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X46 | value='100' | fill=None | rows=[45] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell A47 | value='Tennessee' | fill=00000000 | rows=[46] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B47 | value='122080' | fill=00000000 | rows=[46] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C47 | value='209' | fill=00000000 | rows=[46] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D47 | value='0.1712' | fill=00000000 | rows=[46] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E47 | value='792' | fill=00000000 | rows=[46] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F47 | value='0.6488' | fill=00000000 | rows=[46] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G47 | value='6814' | fill=00000000 | rows=[46] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H47 | value='5.5816' | fill=00000000 | rows=[46] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I47 | value='47454' | fill=00000000 | rows=[46] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J47 | value='38.8712' | fill=00000000 | rows=[46] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K47 | value='65385' | fill=00000000 | rows=[46] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L47 | value='53.5591' | fill=00000000 | rows=[46] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M47 | value='60' | fill=00000000 | rows=[46] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N47 | value='0.0491' | fill=00000000 | rows=[46] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O47 | value='1366' | fill=00000000 | rows=[46] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P47 | value='1.11894' | fill=00000000 | rows=[46] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q47 | value='17908' | fill=00000000 | rows=[46] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R47 | value='14.6691' | fill=00000000 | rows=[46] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S47 | value='1238' | fill=00000000 | rows=[46] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T47 | value='1.01409' | fill=00000000 | rows=[46] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U47 | value='1316' | fill=00000000 | rows=[46] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V47 | value='1.078' | fill=00000000 | rows=[46] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W47 | value='1798' | fill=00000000 | rows=[46] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X47 | value='98.443' | fill=00000000 | rows=[46] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell A48 | value='Texas' | fill=None | rows=[47] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B48 | value='597821' | fill=None | rows=[47] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C48 | value='2672' | fill=None | rows=[47] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D48 | value='0.447' | fill=None | rows=[47] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E48 | value='8352' | fill=None | rows=[47] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F48 | value='1.3971' | fill=None | rows=[47] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G48 | value='305303' | fill=None | rows=[47] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H48 | value='51.0693' | fill=None | rows=[47] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I48 | value='82684' | fill=None | rows=[47] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J48 | value='13.8309' | fill=None | rows=[47] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K48 | value='185909' | fill=None | rows=[47] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L48 | value='31.0978' | fill=None | rows=[47] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M48 | value='834' | fill=None | rows=[47] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N48 | value='0.1395' | fill=None | rows=[47] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O48 | value='12067' | fill=None | rows=[47] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P48 | value='2.0185' | fill=None | rows=[47] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q48 | value='78074' | fill=None | rows=[47] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R48 | value='13.0598' | fill=None | rows=[47] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S48 | value='28989' | fill=None | rows=[47] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T48 | value='4.84911' | fill=None | rows=[47] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U48 | value='65829' | fill=None | rows=[47] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V48 | value='11.0115' | fill=None | rows=[47] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W48 | value='8574' | fill=None | rows=[47] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X48 | value='100' | fill=None | rows=[47] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell A49 | value='Utah' | fill=00000000 | rows=[48] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B49 | value='97935' | fill=00000000 | rows=[48] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C49 | value='1783' | fill=00000000 | rows=[48] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D49 | value='1.8206' | fill=00000000 | rows=[48] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E49 | value='909' | fill=00000000 | rows=[48] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F49 | value='0.9282' | fill=00000000 | rows=[48] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G49 | value='18747' | fill=00000000 | rows=[48] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H49 | value='19.1423' | fill=00000000 | rows=[48] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I49 | value='1379' | fill=00000000 | rows=[48] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J49 | value='1.4081' | fill=00000000 | rows=[48] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K49 | value='70669' | fill=00000000 | rows=[48] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L49 | value='72.1591' | fill=00000000 | rows=[48] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M49 | value='2036' | fill=00000000 | rows=[48] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N49 | value='2.0789' | fill=00000000 | rows=[48] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O49 | value='2412' | fill=00000000 | rows=[48] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P49 | value='2.46286' | fill=00000000 | rows=[48] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q49 | value='14963' | fill=00000000 | rows=[48] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R49 | value='15.2785' | fill=00000000 | rows=[48] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S49 | value='857' | fill=00000000 | rows=[48] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T49 | value='0.87507' | fill=00000000 | rows=[48] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U49 | value='7264' | fill=00000000 | rows=[48] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V49 | value='7.4172' | fill=00000000 | rows=[48] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W49 | value='990' | fill=00000000 | rows=[48] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X49 | value='99.899' | fill=00000000 | rows=[48] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell A50 | value='Vermont' | fill=None | rows=[49] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B50 | value='9389' | fill=None | rows=[49] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C50 | value='104' | fill=None | rows=[49] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D50 | value='1.1077' | fill=None | rows=[49] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E50 | value='157' | fill=None | rows=[49] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F50 | value='1.6722' | fill=None | rows=[49] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G50 | value='132' | fill=None | rows=[49] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H50 | value='1.4059' | fill=None | rows=[49] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I50 | value='232' | fill=None | rows=[49] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J50 | value='2.471' | fill=None | rows=[49] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K50 | value='8559' | fill=None | rows=[49] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L50 | value='91.1599' | fill=None | rows=[49] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M50 | value='7' | fill=None | rows=[49] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N50 | value='0.0746' | fill=None | rows=[49] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O50 | value='198' | fill=None | rows=[49] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P50 | value='2.10885' | fill=None | rows=[49] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q50 | value='1659' | fill=None | rows=[49] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R50 | value='17.6696' | fill=None | rows=[49] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S50 | value='586' | fill=None | rows=[49] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T50 | value='6.24135' | fill=None | rows=[49] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U50 | value='154' | fill=None | rows=[49] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V50 | value='1.6402' | fill=None | rows=[49] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W50 | value='307' | fill=None | rows=[49] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X50 | value='100' | fill=None | rows=[49] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell A51 | value='Virginia' | fill=00000000 | rows=[50] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B51 | value='165458' | fill=00000000 | rows=[50] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C51 | value='604' | fill=00000000 | rows=[50] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D51 | value='0.365' | fill=00000000 | rows=[50] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E51 | value='6685' | fill=00000000 | rows=[50] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F51 | value='4.0403' | fill=00000000 | rows=[50] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G51 | value='23068' | fill=00000000 | rows=[50] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H51 | value='13.9419' | fill=00000000 | rows=[50] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I51 | value='46242' | fill=00000000 | rows=[50] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J51 | value='27.9479' | fill=00000000 | rows=[50] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K51 | value='81087' | fill=00000000 | rows=[50] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L51 | value='49.0076' | fill=00000000 | rows=[50] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M51 | value='245' | fill=00000000 | rows=[50] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N51 | value='0.1481' | fill=00000000 | rows=[50] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O51 | value='7527' | fill=00000000 | rows=[50] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P51 | value='4.54919' | fill=00000000 | rows=[50] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q51 | value='29419' | fill=00000000 | rows=[50] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R51 | value='17.7803' | fill=00000000 | rows=[50] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S51 | value='3819' | fill=00000000 | rows=[50] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T51 | value='2.30814' | fill=00000000 | rows=[50] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U51 | value='12907' | fill=00000000 | rows=[50] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V51 | value='7.8008' | fill=00000000 | rows=[50] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W51 | value='1969' | fill=00000000 | rows=[50] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X51 | value='100' | fill=00000000 | rows=[50] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell A52 | value='Washington' | fill=None | rows=[51] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B52 | value='261801' | fill=None | rows=[51] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C52 | value='6634' | fill=None | rows=[51] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D52 | value='2.534' | fill=None | rows=[51] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E52 | value='10441' | fill=None | rows=[51] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F52 | value='3.9881' | fill=None | rows=[51] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G52 | value='61260' | fill=None | rows=[51] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H52 | value='23.3995' | fill=None | rows=[51] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I52 | value='13272' | fill=None | rows=[51] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J52 | value='5.0695' | fill=None | rows=[51] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K52 | value='148279' | fill=None | rows=[51] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L52 | value='56.6381' | fill=None | rows=[51] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M52 | value='3504' | fill=None | rows=[51] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N52 | value='1.3384' | fill=None | rows=[51] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O52 | value='18411' | fill=None | rows=[51] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P52 | value='7.03244' | fill=None | rows=[51] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q52 | value='45322' | fill=None | rows=[51] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R52 | value='17.3116' | fill=None | rows=[51] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S52 | value='7937' | fill=None | rows=[51] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T52 | value='3.03169' | fill=None | rows=[51] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U52 | value='24349' | fill=None | rows=[51] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V52 | value='9.3006' | fill=None | rows=[51] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W52 | value='2282' | fill=None | rows=[51] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X52 | value='100' | fill=None | rows=[51] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell A53 | value='West Virginia' | fill=00000000 | rows=[52] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B53 | value='39539' | fill=00000000 | rows=[52] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C53 | value='41' | fill=00000000 | rows=[52] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D53 | value='0.1037' | fill=00000000 | rows=[52] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E53 | value='113' | fill=00000000 | rows=[52] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F53 | value='0.2858' | fill=00000000 | rows=[52] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G53 | value='445' | fill=00000000 | rows=[52] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H53 | value='1.1255' | fill=00000000 | rows=[52] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I53 | value='2163' | fill=00000000 | rows=[52] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J53 | value='5.4705' | fill=00000000 | rows=[52] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K53 | value='36029' | fill=00000000 | rows=[52] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L53 | value='91.1227' | fill=00000000 | rows=[52] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M53 | value='1 to 3' | fill=00000000 | rows=[52] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N53 | value='0.0076' | fill=00000000 | rows=[52] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O53 | value='745' | fill=00000000 | rows=[52] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P53 | value='1.88422' | fill=00000000 | rows=[52] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q53 | value='6217' | fill=00000000 | rows=[52] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R53 | value='15.7237' | fill=00000000 | rows=[52] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S53 | value='534' | fill=00000000 | rows=[52] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T53 | value='1.35057' | fill=00000000 | rows=[52] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U53 | value='129' | fill=00000000 | rows=[52] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V53 | value='0.3263' | fill=00000000 | rows=[52] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W53 | value='730' | fill=00000000 | rows=[52] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X53 | value='100' | fill=00000000 | rows=[52] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell A54 | value='Wisconsin' | fill=None | rows=[53] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B54 | value='136478' | fill=None | rows=[53] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C54 | value='3399' | fill=None | rows=[53] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D54 | value='2.4905' | fill=None | rows=[53] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E54 | value='3250' | fill=None | rows=[53] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F54 | value='2.3813' | fill=None | rows=[53] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G54 | value='18775' | fill=None | rows=[53] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H54 | value='13.7568' | fill=None | rows=[53] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I54 | value='30615' | fill=None | rows=[53] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J54 | value='22.4322' | fill=None | rows=[53] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K54 | value='76559' | fill=None | rows=[53] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L54 | value='56.0962' | fill=None | rows=[53] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M54 | value='88' | fill=None | rows=[53] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N54 | value='0.0645' | fill=None | rows=[53] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O54 | value='3792' | fill=None | rows=[53] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P54 | value='2.77847' | fill=None | rows=[53] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q54 | value='27493' | fill=None | rows=[53] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R54 | value='20.1446' | fill=None | rows=[53] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S54 | value='1107' | fill=None | rows=[53] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T54 | value='0.81112' | fill=None | rows=[53] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U54 | value='6967' | fill=None | rows=[53] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V54 | value='5.1049' | fill=None | rows=[53] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W54 | value='2244' | fill=None | rows=[53] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X54 | value='99.554' | fill=None | rows=[53] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell A55 | value='Wyoming' | fill=00000000 | rows=[54] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B55 | value='13454' | fill=00000000 | rows=[54] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C55 | value='1301' | fill=00000000 | rows=[54] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D55 | value='9.67' | fill=00000000 | rows=[54] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E55 | value='74' | fill=00000000 | rows=[54] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F55 | value='0.55' | fill=00000000 | rows=[54] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G55 | value='2194' | fill=00000000 | rows=[54] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H55 | value='16.3074' | fill=00000000 | rows=[54] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I55 | value='147' | fill=00000000 | rows=[54] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J55 | value='1.0926' | fill=00000000 | rows=[54] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K55 | value='9449' | fill=00000000 | rows=[54] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L55 | value='70.2319' | fill=00000000 | rows=[54] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M55 | value='16' | fill=00000000 | rows=[54] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N55 | value='0.1189' | fill=00000000 | rows=[54] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O55 | value='273' | fill=00000000 | rows=[54] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P55 | value='2.02914' | fill=00000000 | rows=[54] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q55 | value='1965' | fill=00000000 | rows=[54] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R55 | value='14.6053' | fill=00000000 | rows=[54] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S55 | value='176' | fill=00000000 | rows=[54] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T55 | value='1.30816' | fill=00000000 | rows=[54] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U55 | value='429' | fill=00000000 | rows=[54] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V55 | value='3.1886' | fill=00000000 | rows=[54] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W55 | value='360' | fill=00000000 | rows=[54] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X55 | value='100' | fill=00000000 | rows=[54] | cols=[23] | col_header=False | row_header=False | metadata=False

